tech_id,level_id,question_text,option_a,option_b,option_c,option_d,correct_option
9,2,How do you handle different HTTP methods for the same route in Express.js?,Using app.all(),Using app.route(),Using app.use(),Using app.method(),Using app.all()
9,2,What is the purpose of the res.status() method in Express.js?,To set the HTTP status code for the response,To send a response,To log the response,To end the response,To set the HTTP status code for the response
9,2,How do you serve static files from a specific directory in Express.js?,app.use('/static', express.static('public')),app.serveStatic('/static', 'public'),app.static('/static', 'public'),app.get('/static', express.static('public')),app.use('/static', express.static('public'))
9,2,How do you access the response status code in Express.js?,res.statusCode,res.status(),res.getStatus(),res.statusCode(),res.statusCode
9,2,What is the purpose of the app.locals object in Express.js?,To store local variables accessible in the application,To store request parameters,To store middleware,To store response headers,To store local variables accessible in the application
9,2,How do you define a route that uses a query string parameter?,app.get('/route', (req, res) => {...}),app.get('/route/:param', (req, res) => {...}),app.route('/route', (req, res) => {...}),app.all('/route', (req, res) => {...}),app.get('/route', (req, res) => {...})
9,2,What is the correct way to install the express package using npm?,npm install express,npm add express,npm fetch express,npm get express,npm install express
9,2,How do you handle a POST request in Express.js?,app.post('/route', handler),app.get('/route', handler),app.route('/route', handler),app.all('/route', handler),app.post('/route', handler)
9,2,What does the res.send() method do in Express.js?,Sends a response to the client,Logs the response,Sets response headers,Ends the response,Sends a response to the client
9,2,How can you access the original request method when using method-override?,req.originalMethod,req.method,req.override(),req.methodOverride(),req.originalMethod
9,2,What is the purpose of the res.sendFile() method?,To send a file as a response,To log the file,To set response headers,To serve static files,To send a file as a response
9,2,How do you serve an HTML file in Express.js?,res.sendFile('index.html'),res.send('index.html'),res.sendHTML('index.html'),res.file('index.html'),res.sendFile('index.html')
9,2,What is the purpose of the express.Router() method?,To create modular route handlers,To define middleware,To handle errors,To create application settings,To create modular route handlers
9,2,How do you handle a DELETE request in Express.js?,app.delete('/route', handler),app.post('/route', handler),app.get('/route', handler),app.all('/route', handler),app.delete('/route', handler)
9,2,What does the app.use(express.static()) method do?,Serves static files,Parses request bodies,Handles errors,Defines routes,Serves static files
9,2,How do you define a route with multiple parameters in Express.js?,app.get('/route/:param1/:param2', handler),app.get('/route/:params', handler),app.route('/route/:param1/:param2', handler),app.get('/route(param1,param2)', handler),app.get('/route/:param1/:param2', handler)
9,2,What is the correct way to import the express package in a Node.js file?,const express = require('express'),import express from 'express',require('express'),using express(),const express = require('express')
9,2,How do you set up a basic Express server?,const app = express(); app.listen(port),const express = require('express'); app.listen(port),app = express(); app.listen(port),app.use(express()); app.listen(port),const app = express(); app.listen(port)
9,2,How do you add a custom header to the response in Express.js?,res.setHeader('Header-Name', 'value'),res.header('Header-Name', 'value'),res.addHeader('Header-Name', 'value'),res.customHeader('Header-Name', 'value'),res.setHeader('Header-Name', 'value')
9,2,What is the purpose of the app.get() method?,To define a GET route,To define a POST route,To define middleware,To serve static files,To define a GET route
9,2,How do you define a route that serves a specific JSON response?,app.get('/route', (req, res) => res.json({ key: value })),app.get('/route', res.json({ key: value })),app.get('/route', (req, res) => res.send({ key: value })),app.get('/route', res.send({ key: value })),app.get('/route', (req, res) => res.json({ key: value }))
9,2,What does the res.end() method do?,Ends the response,Logs the response,Sets response headers,Returns a message,Ends the response
9,2,How do you access the user's IP address in Express.js?,req.ip,req.userIP,req.clientIP,req.getIP(),req.ip
9,2,What is the correct way to handle different HTTP methods for the same endpoint in Express.js?,app.route('/endpoint').get(handler).post(handler),app.endpoint('/endpoint').get(handler).post(handler),app.get('/endpoint').post(handler),app.all('/endpoint', handler),app.route('/endpoint').get(handler).post(handler)
9,2,How do you access the request's query string parameters in Express.js?,req.query,req.body,req.params,req.headers,req.query
9,2,What is the correct way to use a template engine in Express.js?,app.set('view engine', 'engine-name'),app.use('view engine', 'engine-name'),app.engine('view engine', 'engine-name'),app.setEngine('view engine', 'engine-name'),app.set('view engine', 'engine-name')
9,2,What middleware is commonly used to parse JSON request bodies in Express.js?,express.json(),bodyParser.json(),bodyParser.urlencoded(),express.urlencoded(),express.json()
9,2,How do you send a response with a specific HTTP status code in Express.js?,res.status(200).send(),res.send(200),res.sendStatus(200),res.status(200),res.sendStatus(200)
9,2,What is the purpose of the next() function in middleware?,To pass control to the next middleware function,To stop the request-response cycle,To end the response,To log request data,To pass control to the next middleware function
9,2,How do you define a wildcard route that matches all requests in Express.js?,app.get('*', handler),app.all('*', handler),app.route('*', handler),app.use('*', handler),app.get('*', handler)
9,2,What method is used to serve static files from a directory in Express.js?,express.static(),app.serveStatic(),app.useStatic(),app.staticFiles(),express.static()
9,2,How can you create a middleware to log request details?,app.use((req, res, next) => {...}),app.log((req, res, next) => {...}),app.middleware((req, res, next) => {...}),app.useLogger((req, res, next) => {...}),app.use((req, res, next) => {...})
9,2,What is the default port number for an Express server?,3000,8080,4000,5000,3000
9,2,How do you create a route parameter in Express.js?,/:param,/:parameter,/:param?,/:param*,/:param
9,2,What does app.listen() do in Express.js?,Starts the server and listens for incoming requests,Defines routes,Parses incoming requests,Handles middleware,Starts the server and listens for incoming requests
9,2,How do you set a response content type in Express.js?,res.type('text/html'),res.set('Content-Type', 'text/html'),res.contentType('text/html'),res.header('Content-Type', 'text/html'),res.type('text/html')
9,2,What is the purpose of app.use() in Express.js?,To mount middleware,To define routes,To set response headers,To parse request bodies,To mount middleware
9,2,How do you handle errors in Express.js?,app.use((err, req, res, next) => {...}),app.errorHandler((err, req, res, next) => {...}),app.catch((err, req, res, next) => {...}),app.handleError((err, req, res, next) => {...}),app.use((err, req, res, next) => {...})
9,2,What is the purpose of res.json() in Express.js?,To send a JSON response,To send a plain text response,To set response headers,To log the response,To send a JSON response
9,2,How do you specify a route that responds to both GET and POST requests?,app.route('/path').get(handler).post(handler),app.all('/path', handler),app.get('/path', handler).post(handler),app.use('/path', handler),app.route('/path').get(handler).post(handler)
9,2,What is the purpose of the app.param() method?,To define middleware for route parameters,To handle request headers,To set response headers,To define global middleware,To define middleware for route parameters
9,2,How do you enable CORS in an Express.js application?,app.use(cors()),app.use(cors({origin: '*'})),app.set('Access-Control-Allow-Origin', '*'),app.use((req, res, next) => {...}),app.use(cors())
9,2,What does res.sendStatus() do in Express.js?,Sends a response with a status code and message,Sends a response with only a status code,Sends a plain text response,Logs the response,Ends the response
9,2,How can you serve an HTML file located in a subdirectory?,res.sendFile('./subdir/file.html'),res.sendFile('subdir/file.html'),res.sendFile('/subdir/file.html'),res.send('subdir/file.html'),res.sendFile('./subdir/file.html')
9,2,What is the correct way to handle PUT requests in Express.js?,app.put('/route', handler),app.post('/route', handler),app.get('/route', handler),app.all('/route', handler),app.put('/route', handler)
9,2,How do you define a route that uses route chaining?,app.route('/path').get(handler).post(handler),app.route('/path', handler),app.get('/path', handler).post(handler),app.all('/path', handler),app.route('/path').get(handler).post(handler)
9,2,What is the purpose of the res.sendFile() method?,To send a file as a response,To serve static files,To log the file,To set response headers,To send a file as a response
9,2,How do you define an error handling middleware in Express.js?,app.use((err, req, res, next) => {...}),app.error((req, res) => {...}),app.catch((err) => {...}),app.useError((err, req, res) => {...}),app.use((err, req, res, next) => {...})
9,2,What is the purpose of the app.get() method?,To define a GET route,To define a POST route,To define middleware,To serve static files,To define a GET route
9,2,How do you define a route that responds with plain text?,app.get('/path', (req, res) => res.send('Text')),app.get('/path', (req, res) => res.json('Text')),app.get('/path', (req, res) => res.sendFile('Text')),app.get('/path', (req, res) => res.end('Text')),app.get('/path', (req, res) => res.send('Text'))
9,2,What method would you use to redirect a request in Express.js?,res.redirect('/new-path'),res.sendRedirect('/new-path'),res.go('/new-path'),res.route('/new-path'),res.redirect('/new-path')
9,2,How do you define a route that uses a regular expression?,app.get(/regex/, handler),app.get('/route/:regex', handler),app.get('/route', handler),app.get('/regex/:param', handler),app.get(/regex/, handler)
9,2,What is the purpose of express.Router()?,To create modular route handlers,To define middleware,To handle errors,To create application settings,To create modular route handlers
9,2,How can you access route parameters in the request object?,req.params,req.query,req.body,req.headers,req.params
9,2,What is the correct way to define a DELETE route?,app.delete('/path', handler),app.get('/path', handler),app.post('/path', handler),app.all('/path', handler),app.delete('/path', handler)
9,2,What does app.use(express.urlencoded()) do?,Parses incoming request bodies with URL-encoded data,Parses incoming request bodies with JSON data,Serves static files,Defines routes,Parses incoming request bodies with URL-encoded data
9,2,How do you handle multiple middleware for a single route?,app.get('/route', [middleware1, middleware2], handler),app.get('/route', middleware1, middleware2, handler),app.route('/route', middleware1).get(handler),app.use('/route', middleware1, middleware2),app.get('/route', [middleware1, middleware2], handler)
9,2,What is the correct way to serve static files from a "public" directory?,app.use(express.static('public')),app.useStatic('public'),app.static('public'),app.use('/public', express.static()),app.use(express.static('public'))
9,2,How can you send an HTML response from an Express route?,res.send('<h1>Hello</h1>'),res.html('<h1>Hello</h1>'),res.sendHtml('<h1>Hello</h1>'),res.sendFile('<h1>Hello</h1>'),res.send('<h1>Hello</h1>')
9,2,How do you access the request headers in Express.js?,req.headers,req.body,req.query,req.params,req.headers
9,2,What is the purpose of the app.locals object?,To store local variables accessible in the application,To store request parameters,To define middleware,To handle errors,To store local variables accessible in the application
9,2,How do you set a timeout for a request in Express.js?,req.setTimeout(900),res.setTimeout(900),app.useTimeout(900),app.set('timeout', 900),req.setTimeout(900)
9,2,What is the correct way to import a custom middleware function in Express.js?,const middleware = require('./middleware'),import middleware from './middleware',import { middleware } from './middleware',require('./middleware'),const middleware = require('./middleware')
9,2,How do you pass data to the response in Express.js?,res.data(data),res.send(data),res.json(data),res.write(data),res.send(data)
9,2,How can you respond with a status code and JSON data?,res.status(200).json(data),res.sendStatus(200).json(data),res.json(200, data),res.status(200).send(data),res.status(200).json(data)
9,2,What method would you use to end the response in Express.js?,res.end(),res.send(),res.close(),res.finish(),res.end()
9,2,How do you define a route for a specific HTTP method in Express.js?,app.method('/route', handler),app.route('/route').method(handler),app.method('/route', handler),app.route('/route').get(handler),app.get('/route', handler)
9,2,What is the purpose of the res.set() method?,To set response headers,To set status codes,To set response body,To define routes,To set response headers
9,2,How do you create a route that uses an array of middleware?,app.get('/route', [middleware1, middleware2], handler),app.get('/route', middleware1, middleware2, handler),app.route('/route').get(middleware1, middleware2, handler),app.use('/route', [middleware1, middleware2]),app.get('/route', [middleware1, middleware2], handler)
9,2,What does the res.sendFile() method accept as an argument?,The file path to send,The response body,The response headers,The request object,The file path to send
9,2,How do you handle a 404 error in Express.js?,app.use((req, res) => res.status(404).send('Not Found')),app.use((req, res, next) => {...}),app.error((req, res) => {...}),app.catch((req, res) => {...}),app.use((req, res) => res.status(404).send('Not Found'))
9,2,What is the purpose of the req.method property?,To get the HTTP method used for the request,To get the request URL,To get the request headers,To get the request body,To get the HTTP method used for the request
9,2,How do you define a route that responds to any HTTP method?,app.all('/path', handler),app.route('/path', handler),app.get('/path', handler),app.use('/path', handler),app.all('/path', handler)
9,2,What is the correct way to add a new route in Express.js?,app.get('/new-route', handler),app.route('/new-route', handler),app.addRoute('/new-route', handler),app.post('/new-route', handler),app.get('/new-route', handler)
9,2,How can you read JSON data from a request body?,app.use(express.json()),app.bodyParser(),app.use(bodyParser.json()),app.use(express.json()),app.use(express.json())
9,2,What does the res.status() method do?,Sets the HTTP status code for the response,Sets the response headers,Sends the response body,Defines a route,Sets the HTTP status code for the response
9,2,How do you create a basic Express application?,const app = express(),const application = express(),const app = new express(),const expressApp = express(),const app = express()
9,2,What does the next() function do in middleware?,Passes control to the next middleware function,Ends the request-response cycle,Logs the request data,Stops the server,Passes control to the next middleware function
9,2,How do you define a route with multiple path parameters?,app.get('/path/:param1/:param2', handler),app.get('/path/:param1&:param2', handler),app.get('/path/:param1|:param2', handler),app.get('/path/:param1:param2', handler),app.get('/path/:param1/:param2', handler)
9,2,What is the default response type when sending JSON in Express.js?,application/json,text/html,text/plain,application/xml,application/json
9,2,How do you send a redirect response in Express.js?,res.redirect('/new-path'),res.go('/new-path'),res.send('/new-path'),res.route('/new-path'),res.redirect('/new-path')
9,2,What is the purpose of express.json()?,To parse JSON request bodies,To serve static files,To define routes,To log requests,To parse JSON request bodies
9,2,How do you handle a request with query parameters in Express.js?,req.query,req.body,req.params,req.headers,req.query
9,2,What does app.all() do in Express.js?,Defines a route for all HTTP methods,Defines a route for GET requests,Defines middleware for requests,Serves static files,Defines a route for all HTTP methods
9,2,How do you serve a JSON response in Express.js?,res.json(data),res.sendJSON(data),res.send(data),res.jsonFile(data),res.json(data)
9,2,What is the purpose of the res.sendFile() method?,To send a file as a response,To serve static files,To log the file,To set response headers,To send a file as a response
9,2,How do you define a route that can handle both GET and POST requests?,app.route('/path').get(handler).post(handler),app.all('/path', handler),app.get('/path', handler).post(handler),app.use('/path', handler),app.route('/path').get(handler).post(handler)
9,2,What does res.json() do in Express.js?,Sends a JSON response,Logs the response,Sets response headers,Ends the response,Ends the response
9,2,How can you send a response with a specific HTTP status code and a message?,res.status(200).send('Message'),res.sendStatus(200, 'Message'),res.send('Message', 200),res.status(200).message('Message'),res.status(200).send('Message')
9,2,How do you handle requests with URL parameters?,req.params,req.query,req.body,req.headers,req.params
9,2,What method is used to serve static files from a directory in Express.js?,app.use(express.static('public')),app.serveStatic('public'),app.use('/public', express.static()),app.serve('public'),app.use(express.static('public'))
9,2,How do you define a middleware function?,const middleware = (req, res, next) => {...},const middleware = req, res => {...},const middleware = (req, res) => {...},const middleware = req => {...},const middleware = (req, res, next) => {...}
9,2,What is the correct way to create a DELETE route in Express.js?,app.delete('/path', handler),app.get('/path', handler),app.post('/path', handler),app.all('/path', handler),app.delete('/path', handler)
9,2,How do you handle errors in Express.js?,app.use((err, req, res, next) => {...}),app.errorHandler((err, req, res, next) => {...}),app.catch((err) => {...}),app.useError((err, req, res) => {...}),app.use((err, req, res, next) => {...})
9,2,What is the purpose of req.query in Express.js?,To access query parameters,To access URL parameters,To access the request body,To access request headers,To access query parameters
9,2,How do you define a route for a specific HTTP method in Express.js?,app.method('/route', handler),app.route('/route').method(handler),app.route('/route').get(handler),app.method('/route', handler),app.route('/route').get(handler)
9,2,What does res.sendStatus() do in Express.js?,Sends a response with a status code,Ends the response with a status code,Logs the response,Sets the response headers,Ends the response
9,2,How do you define a route that responds to both GET and POST requests?,app.route('/path').get(handler).post(handler),app.all('/path', handler),app.get('/path', handler).post(handler),app.use('/path', handler),app.route('/path').get(handler).post(handler)
9,2,What is the purpose of express.static()?,To serve static files from a directory,To define routes,To parse request bodies,To handle errors,To serve static files from a directory
9,2,How do you send a JSON response with a custom status code?,res.status(404).json(data),res.json(404, data),res.sendStatus(404).json(data),res.status(404).send(data),res.status(404).json(data)
9,2,What is the correct way to define a GET route?,app.get('/path', handler),app.route('/path', handler),app.all('/path', handler),app.use('/path', handler),app.get('/path', handler)
9,2,How do you access the request body in Express.js?,req.body,req.params,req.query,req.headers,req.body
9,2,What is the purpose of the app.use() method?,To define middleware,To define routes,To set response headers,To handle errors,To define middleware
9,2,How do you handle a 404 error in Express.js?,app.use((req, res) => res.status(404).send('Not Found')),app.use((req, res, next) => {...}),app.error((req, res) => {...}),app.catch((req, res) => {...}),app.use((req, res) => res.status(404).send('Not Found'))
9,2,What is the purpose of req.params in Express.js?,To access route parameters,To access query parameters,To access the request body,To access headers,To access route parameters
9,2,How do you define a route for a specific HTTP method in Express.js?,app.method('/route', handler),app.route('/route').method(handler),app.route('/route').get(handler),app.method('/route', handler),app.route('/route').get(handler)
9,2,What does res.send() do in Express.js?,Sends a response to the client,Logs the response,Sets the response headers,Ends the response,Ends the response
9,2,What method is used to send a response with a specific HTTP status code?,res.sendStatus(),res.status().send(),res.send().status(),res.status().send(),res.sendStatus()
9,2,How do you create a simple Express server?,const app = express(),const server = express(),const app = new express(),const expressServer = express(),const app = express()
9,2,What is the correct way to create a PUT route in Express.js?,app.put('/path', handler),app.get('/path', handler),app.post('/path', handler),app.all('/path', handler),app.put('/path', handler)
9,2,How do you define middleware that handles errors?,const errorMiddleware = (err, req, res, next) => {...},const middleware = (req, res, next) => {...},const errorHandler = (req, res) => {...},const middleware = (err, req, res) => {...},const errorMiddleware = (err, req, res, next) => {...}
9,2,What is the purpose of req.body in Express.js?,To access the request body,To access URL parameters,To access query parameters,To access headers,To access the request body
9,2,How do you define a route with a wildcard parameter?,app.get('/path/*', handler),app.get('/path/:param', handler),app.get('/path/(.*)', handler),app.get('/path/:*', handler),app.get('/path/*', handler)
9,2,What does the res.redirect() method do?,Redirects the client to a different URL,Ends the response,Sets the response headers,Sends a JSON response,Redirects the client to a different URL
9,2,How do you access query parameters in Express.js?,req.query,req.body,req.params,req.headers,req.query
9,2,What method is used to create a new Express application?,const app = express(),const application = express(),const app = new express(),const expressApp = express(),const app = express()
9,2,What is the purpose of app.get()?,To define a route for GET requests,To define a route for POST requests,To serve static files,To set response headers,To define a route for GET requests
9,2,How do you send a response with a specific status code?,res.status(code).send('message'),res.send(code, 'message'),res.sendStatus(code, 'message'),res.send('message', code),res.status(code).message('message')
9,2,What is the correct way to handle a POST request?,app.post('/path', handler),app.get('/path', handler),app.delete('/path', handler),app.all('/path', handler),app.post('/path', handler)
9,2,How do you define a route for multiple HTTP methods?,app.route('/path').all(handler),app.all('/path', handler),app.route('/path').get(handler).post(handler),app.get('/path', handler).post(handler),app.route('/path').get(handler).post(handler)
9,2,What does res.json() do in Express.js?,Sends a JSON response,Logs the response,Sets response headers,Ends the response,Ends the response
9,2,How do you handle a request with parameters in Express.js?,req.params,req.body,req.query,req.headers,req.params
9,2,What is the purpose of express.urlencoded()?,To parse URL-encoded request bodies,To serve static files,To define routes,To log requests,To parse URL-encoded request bodies
9,2,How do you access the request headers in Express.js?,req.headers,req.params,req.body,req.query,req.headers
9,2,What is the purpose of app.listen()?,To start the Express server,To define middleware,To handle requests,To set response headers,To start the Express server
9,2,How do you define a middleware function in Express.js?,const middleware = (req, res, next) => {...},const middleware = req, res => {...},const middleware = (req, res) => {...},const middleware = req => {...},const middleware = (req, res, next) => {...}
9,2,How do you create a new Express router?,const router = express.Router(),const router = new express.Router(),const router = express.createRouter(),const router = Router(),const router = express.Router()
9,2,What is the purpose of the res.sendFile() method in Express.js?,To send a file as a response,To serve static files,To log the file,To set response headers,To send a file as a response
9,2,How do you create a middleware that logs requests?,const logger = (req, res, next) => {...},const logger = (req, res) => {...},const middleware = (req) => {...},const middleware = (req, res) => {...},const logger = (req, res, next) => {...}
9,2,What method is used to handle a request to the root URL?,app.get('/', handler),app.root('/', handler),app.all('/', handler),app.use('/', handler),app.get('/', handler)
9,2,What is the correct way to define a POST route?,app.post('/path', handler),app.route('/path', handler),app.all('/path', handler),app.use('/path', handler),app.post('/path', handler)
9,2,How do you access URL parameters in Express.js?,req.params,req.query,req.body,req.headers,req.params
9,2,What is the purpose of the res.status() method?,To set the HTTP status code for the response,To set the response headers,To send the response body,To define routes,To set the HTTP status code for the response
9,2,How do you send a response with a JSON object?,res.json(object),res.send(object),res.sendJSON(object),res.jsonFile(object),res.sendJSON(object)
9,2,What is the purpose of the app.route() method?,To chain route handlers for the same path,To define middleware,To handle errors,To serve static files,To chain route handlers for the same path
9,2,How do you handle a request with multiple middleware?,app.get('/path', [middleware1, middleware2], handler),app.get('/path', middleware1, middleware2, handler),app.route('/path').get(middleware1, middleware2, handler),app.use('/path', [middleware1, middleware2]),app.get('/path', [middleware1, middleware2], handler)
9,2,What does res.end() do in Express.js?,Ends the response,Logs the response,Sets response headers,Defines a route,Ends the response
9,2,How do you access the request method in Express.js?,req.method,req.requestMethod,req.type,req.methodType,req.method
9,2,What is the correct way to create a middleware in Express.js?,const middleware = (req, res, next) => {...},const middleware = req, res => {...},const middleware = (req, res) => {...},const middleware = req => {...},const middleware = (req, res, next) => {...}
9,2,How do you handle form data in Express.js?,app.use(express.urlencoded()),app.use(express.json()),app.bodyParser(),app.use(bodyParser.urlencoded()),app.use(express.urlencoded())
9,2,What is the purpose of app.listen() in Express.js?,To start the Express server,To define middleware,To handle requests,To set response headers,To start the Express server
9,2,How do you serve static files in Express.js?,app.use(express.static('public')),app.serveStatic('public'),app.use('/public', express.static()),app.serve('public'),app.use(express.static('public'))
9,2,What does the next() function do in middleware?,Passes control to the next middleware function,Ends the request-response cycle,Logs the request data,Stops the server,Passes control to the next middleware function
9,2,How do you define a route with multiple path parameters?,app.get('/path/:param1/:param2', handler),app.get('/path/:param1&:param2', handler),app.get('/path/:param1|:param2', handler),app.get('/path/:param1:param2', handler),app.get('/path/:param1/:param2', handler)
9,2,What is the correct way to define a DELETE route?,app.delete('/path', handler),app.get('/path', handler),app.post('/path', handler),app.all('/path', handler),app.delete('/path', handler)
9,2,How do you handle a request with URL parameters?,req.params,req.query,req.body,req.headers,req.params
9,2,What method is used to create a new Express application?,const app = express(),const application = express(),const app = new express(),const expressApp = express(),const app = express()
9,2,What is the purpose of express.static() in Express.js?,To serve static files from a directory,To define routes,To parse request bodies,To handle errors,To serve static files from a directory
9,2,How do you send a JSON response with a custom status code?,res.status(404).json(data),res.json(404, data),res.sendJSON(404, data),res.json(404, data),res.status(404).json(data)
9,2,How do you access the request URL in Express.js?,req.url,req.path,req.query,req.body,req.url
9,2,What is the purpose of req.params in Express.js?,To access URL parameters,To access query parameters,To access the request body,To access headers,To access URL parameters
9,2,How do you define a route that responds to multiple HTTP methods?,app.route('/path').get(handler).post(handler),app.all('/path', handler),app.get('/path', handler).post(handler),app.use('/path', handler),app.route('/path').get(handler).post(handler)
9,2,What is the correct way to create a POST route?,app.post('/path', handler),app.route('/path', handler),app.all('/path', handler),app.use('/path', handler),app.post('/path', handler)
9,2,What is the purpose of express.json()?,To parse JSON request bodies,To serve static files,To define routes,To log requests,To parse JSON request bodies
9,2,How do you send a response with a specific status code and message?,res.status(code).send('message'),res.sendStatus(code, 'message'),res.send('message', code),res.status(code).message('message'),res.send('message', code)
9,2,What method is used to create a new Express application?,const app = express(),const application = express(),const app = new express(),const expressApp = express(),const app = express()
9,2,How do you create a router for handling routes in Express.js?,const router = express.Router(),const router = new express.Router(),const router = express.createRouter(),const router = Router(),const router = express.Router()
9,2,What is the purpose of the req.body property in Express.js?,To access the request body,To access URL parameters,To access query parameters,To access headers,To access the request body
9,2,How do you define a middleware function in Express.js?,const middleware = (req, res, next) => {...},const middleware = req, res => {...},const middleware = (req, res) => {...},const middleware = req => {...},const middleware = (req, res, next) => {...}
9,2,What does the res.status() method do in Express.js?,Sets the HTTP status code for the response,Sends the response body,Defines routes,Sets the response headers,Sets the HTTP status code for the response
