tech_id,level_id,question_text,option_a,option_b,option_c,option_d,correct_option
9,1,What is the purpose of the express.Router() method?,To create a new Express application,To create a new route handler,To define middleware,To create a modular router,To create a modular router
9,1,What happens if you call next() without arguments in middleware?,It terminates the request,It passes control to the next middleware,It throws an error,It sends a response,It passes control to the next middleware
9,1,How do you set up an Express.js application to listen on port 4000?,app.listen(3000),app.listen(4000),app.start(4000),app.port(4000),app.listen(4000)
9,1,Which of the following HTTP methods is NOT used in RESTful APIs?,GET,POST,REMOVE,PUT,REMOVE
9,1,How do you send a redirect in Express.js?,res.redirect('/path'),res.render('/path'),res.go('/path'),res.send('/path'),res.redirect('/path')
9,1,Which of the following is true about res.locals in Express.js?,It stores request-specific data,It stores global data,It stores static files,It stores middleware data,It stores request-specific data
9,1,How do you parse incoming form data in Express.js?,express.static(),express.json(),express.urlencoded(),express.router(),express.urlencoded()
9,1,Which of the following is true about app.all() in Express.js?,It handles all types of requests (GET, POST, etc.),It terminates the server,It sets headers,It handles only POST requests,It handles all types of requests (GET, POST, etc.)
9,1,What does res.sendStatus() do in Express.js?,Sets the HTTP status code and sends the response,Sets headers,Redirects the request,Ends the request,Sets the HTTP status code and sends the response
9,1,Which of the following is NOT a valid HTTP method in Express.js?,OPTIONS,PATCH,UPDATE,DELETE,UPDATE
9,1,How do you define a route that handles all HTTP methods?,app.all('/path', callback),app.use('/path', callback),app.get('/path', callback),app.route('/path', callback),app.all('/path', callback)
9,1,What is the primary purpose of Express.js routers?,To manage static files,To handle different API versions,To create a modular structure for route handling,To manage sessions,To create a modular structure for route handling
9,1,How do you access route parameters in Express.js?,req.body.param,req.params.param,req.query.param,req.param,param,req.params.param
9,1,Which method is used to chain routes in Express.js?,app.get(),app.route(),app.use(),app.all(),app.route()
9,1,How do you set a response header in Express.js?,res.header('name', 'value'),res.send('name', 'value'),res.setHeader('name', 'value'),res.set('name', 'value'),res.set('name', 'value')
9,1,What does express.static() do in Express.js?,Serves static assets like HTML, CSS, and JavaScript files,Defines static routes,Processes incoming JSON data,Handles dynamic requests,Serves static assets like HTML, CSS, and JavaScript files
9,1,Which of the following middleware is used to parse cookie data in Express.js?,express.static(),cookieParser(),express.json(),express.urlencoded(),cookieParser()
9,1,Which of the following is true about the order of middleware in Express.js?,The order does not matter,Middleware must be defined before routes,Middleware should be defined after routes,Middleware must be used with route methods,Middleware must be defined before routes
9,1,How do you implement session management in Express.js?,Using express.static(),Using express-session package,Using express.json(),Using app.use(session),Using express-session package
9,1,Which of the following is a core feature of Express.js?,Client-side rendering,Session management,Support for WebSockets,Template engines,Template engines
9,1,How do you pass control to the next middleware with an error in Express.js?,next(),next('error'),next('route'),next(err),next(err)
9,1,Which of the following is true about the res.send() method?,It sends the request body,It sends a file,It sends the response and ends the request,It sends headers,It sends the response and ends the request
9,1,What does req.app refer to in Express.js?,It refers to the Express application instance,It refers to the request object,It refers to the server,It refers to the database,It refers to the Express application instance
9,1,How do you install the body-parser middleware in Express.js?,npm install body-parser,npm install express-body,npm install parse-body,npm install parser,npm install body-parser
9,1,Which object is used to handle outgoing responses in Express.js?,app,res,req,router,res
9,1,How do you stop middleware execution for a route in Express.js?,res.end(),next('error'),return next(),app.use('stop'),return next()
9,1,How do you handle file uploads in Express.js?,Using express-upload,Using multer middleware,Using express.bodyParser(),Using req.upload(),Using multer middleware
9,1,Which of the following is a feature of express-session middleware?,It manages cookies,It enables real-time communication,It manages sessions across different users,It logs requests,It manages sessions across different users
9,1,How do you serve HTML files in Express.js?,res.render(),res.sendFile(),res.sendHTML(),res.staticFile(),res.sendFile()
9,1,Which package helps you with routing in Express.js?,express.json(),express.router(),express.static(),express.json.router(),express.router()
9,1,How do you handle HTTPS requests in Express.js?,Using https.createServer(),Using app.https(),Using express.https(),Using express.secureServer(),Using https.createServer()
9,1,Which of the following is true about next() in route handling?,It sends a response,It handles errors,It passes control to the next middleware,It closes the server,It passes control to the next middleware
9,1,What is the default view engine used by Express.js?,Pug,EJS,Jade,Handlebars,Jade
9,1,How do you send a status code and message in Express.js?,res.sendCode(200, 'Message'),res.sendStatus(200, 'Message'),res.status(200).send('Message'),res.end(200, 'Message'),res.status(200).send('Message')
9,1,What is the role of the req.query object in Express.js?,It contains URL parameters,It contains parsed JSON data,It contains the request headers,It contains query string parameters,It contains query string parameters
9,1,What is the purpose of the express.Router() instance?,To handle static files,To define routes,To handle API versions,To create modular route handlers,To create modular route handlers
9,1,What does app.all() do in Express.js?,Handles all HTTP methods for a given path,Handles all GET requests,Handles requests to static files,Handles all POST requests,Handles all HTTP methods for a given path
9,1,How do you define a global error handler in Express.js?,Using res.status(),Using app.use(error),Using express.error(),Using app.use((err, req, res, next)),Using app.use((err, req, res, next))
9,1,What does req.protocol return in Express.js?,The client's IP address,The request protocol (http or https),The query string,The request method,The request protocol (http or https)
9,1,How do you create a redirect in Express.js?,res.send('Redirect'),res.redirect('url'),res.go('url'),res.navigate('url'),res.redirect('url')
9,1,What is the default port used by Express.js if none is specified?,80,3000,4000,8080,3000
9,1,Which method is used to send raw text data in the response?,res.json(),res.send(),res.text(),res.raw(),res.send()
9,1,How do you log requests in Express.js?,Using morgan middleware,Using express.log(),Using console.log(req),Using app.log(),Using morgan middleware
9,1,Which of the following is used to handle form submissions in Express.js?,express.static(),express.bodyParser(),express.urlencoded(),express.submit(),express.urlencoded()
9,1,How do you define an error-handling middleware in Express.js?,app.use((req, res, next)),app.use((err, req, res, next)),app.error(),app.route(err, req, res, next),app.use((err, req, res, next))
9,1,What does the app.get() method do in Express.js?,Sends a GET request,Defines a route handler for GET requests,Retrieves data from the database,Sends a file,Defines a route handler for GET requests
9,1,How do you catch all unmatched routes in Express.js?,app.get('*', callback),app.use('*', callback),app.all('*', callback),app.use(callback),app.get('*', callback)
9,1,Which method is used to delete a cookie in Express.js?,res.removeCookie(),res.clearCookie(),res.deleteCookie(),res.endCookie(),res.clearCookie()
9,1,What does res.end() do in Express.js?,Ends the response without sending data,Sends JSON data,Ends the server,Handles requests,Ends the response without sending data
9,1,How do you send a file in Express.js?,res.sendFile('path'),res.file('path'),res.send(),res.display('path'),res.sendFile('path')
9,1,Which middleware is used for logging HTTP requests in Express.js?,body-parser,morgan,cookie-parser,express.json(),morgan
9,1,How do you access the path of the request in Express.js?,req.path,req.route,req.pathname,req.uri,req.path
9,1,What does req.baseUrl contain in Express.js?,The client's IP address,The base URL of the route,The full request URL,The request headers,The base URL of the route
9,1,How do you handle CORS in Express.js?,Using the express-cors module,Using the cors middleware,Using express.json(),Using app.use(cors()),Using the cors middleware
9,1,What does res.type() do in Express.js?,Sets the Content-Type header,Sends a text response,Sets the request method,Redirects to a URL,Sets the Content-Type header
9,1,How do you render a template in Express.js?,res.render('view'),res.display('view'),res.show('view'),res.load('view'),res.render('view')
9,1,Which of the following is NOT a valid HTTP status code?,200,404,500,605,605
9,1,How do you handle multiple route parameters in Express.js?,req.params.param1,req.params.param2,req.query.param,req.body.param,req.params.param1, req.params.param2
9,1,Which of the following is true about Express.js error handling?,Errors are automatically handled,You must define error-handling middleware,Errors are handled by the client,Errors are logged automatically,You must define error-handling middleware
9,1,How do you define a 404 error handler in Express.js?,app.use(404, callback),app.all('*', callback),app.use((req, res) => res.sendStatus(404)),app.get(404, callback),app.use((req, res) => res.sendStatus(404))
9,1,How do you pass variables to a view in Express.js?,res.locals,var.locals,res.set(),res.locals,{ res.locals }
9,1,What does res.json() do in Express.js?,It sends a JSON response,It parses incoming JSON data,It handles JSON files,It redirects to a JSON file,It sends a JSON response
9,1,Which of the following is true about res.sendStatus()?,It sends only the status code,It sends status code and message,It ends the request,It sends the request headers,It sends status code and message
9,1,How do you install Express.js globally?,npm install express,npm install express -g,npm install -g,npm install express globally,npm install express -g
9,1,What does req.ip return in Express.js?,The server's IP address,The client's IP address,The IP of the proxy,The public IP,The client's IP address
9,1,How do you create a new Express.js app?,express new myApp,npx express-generator myApp,express init myApp,npm create express myApp,npx express-generator myApp
9,1,What is the purpose of the req.method property?,It stores the request body,It contains the HTTP method of the request,It parses the request,It sets the request headers,It contains the HTTP method of the request
9,1,What is the purpose of app.listen() in Express.js?,To stop the server,To start the server and listen on a specified port,To route HTTP methods,To set middleware,To start the server and listen on a specified port
9,1,Which command is used to install Express.js?,npm install -g express,npm install express,npm install express --save,npm install express, --save-dev,npm install express
9,1,Which HTTP method is used to update a resource in Express.js?,GET,POST,PUT,DELETE,PUT
9,1,How do you send JSON data in Express.js?,res.json(data),res.send(data),res.sendFile(data),res.data.json(data),res.json(data)
9,1,How do you handle form-data in Express.js?,Using multer middleware,Using formData package,Using req.form,Using req.bodyParser,Using multer middleware
9,1,How can you parse URL-encoded data in Express.js?,Using req.json(),Using express.urlencoded(),Using req.encode(),Using req.query(),Using express.urlencoded()
9,1,What does the express.json() middleware do?,Handles JSON data parsing,Handles static files,Logs requests,Handles cookies,Handles JSON data parsing
9,1,How do you handle form submission in Express.js?,Using express.json(),Using req.form(),Using express.urlencoded(),Using req.bodyParser(),Using express.urlencoded()
9,1,Which middleware is used to serve static files in Express.js?,express.json(),express.static(),express.router(),express.get(),express.static()
9,1,How do you handle file uploads using Express.js?,Using multer,Using express.static(),Using fileHandler,Using req.fileUpload(),Using multer
9,1,What does res.status() do in Express.js?,It sends the status code and response body,It sets the status code,It sends the headers,It logs the status code,It sets the status code
9,1,How do you serve static files like images in Express.js?,Using res.static(),Using res.file(),Using express.static(),Using res.serveFile(),Using express.static()
9,1,How do you install a specific version of Express.js?,npm install express@version,npm install express,specific install express --version,npm get express@version,npm install express@version
9,1,What is the purpose of next() in middleware?,Stops execution,Passes control to the next middleware,Terminates the request,Serves static files,Passes control to the next middleware
9,1,How do you set multiple middlewares for a single route?,Using an array of middleware functions,Using app.use(route),Using app.get(middleware),Using express.mwArray,Using an array of middleware functions
9,1,Which object holds the HTTP method of the request?,res.method,app.method,req.method,router.method,req.method
9,1,How do you set a cookie in Express.js?,res.cookie(),res.setCookie(),res.addCookie(),res.setHeader('cookie'),res.cookie()
9,1,What does app.use() do in Express.js?,Defines a route,Adds middleware globally,Starts the server,Ends a route,Adds middleware globally
9,1,How do you create a basic Express.js app?,express create myApp,npx express-generator myApp,npm create express,npm init express,npx express-generator myApp
9,1,Which of the following is true about res.json() in Express.js?,It sends only a JSON response,It parses JSON data,It sends and parses JSON,It sends HTML data,It sends only a JSON response
9,1,What does req.path return in Express.js?,The full URL,The query string,The path part of the URL,The protocol,The path part of the URL
9,1,What is the correct way to handle 500 Internal Server Error in Express.js?,Using app.get('500'),Using app.use((err, req, res, next)),Using express.error(500),Using res.error(500),Using app.use((err, req, res, next))
9,1,Which of the following is NOT middleware in Express.js?,app.use(),app.route(),express.static(),app.listen(),app.listen()
9,1,What is the purpose of express.Router()?,To serve static files,To define a new instance of routes,To handle cookies,To manage sessions,To define a new instance of routes
9,1,How do you handle errors in an Express.js app?,By defining an error-handling middleware,By logging them with morgan,By stopping the server,By using res.status(),By defining an error-handling middleware
9,1,Which of the following is used for parsing JSON in Express.js?,bodyParser.json(),express.urlencoded(),express.static(),express.json(),express.json()
9,1,What is the purpose of req.body in Express.js?,To handle route parameters,To store form data,To store static files,To handle query strings,To store form data
9,1,How do you redirect to another route in Express.js?,res.redirect('url'),res.go('url'),res.sendRedirect('url'),res.route('url'),res.redirect('url')
9,1,Which middleware is used to parse incoming requests with JSON payloads?,express.json(),bodyParser(),express.static(),morgan,express.json()
9,1,How do you handle errors in Express.js middleware?,Using return next(),Using next('error'),Using throw error,Using next(err),Using next(err)
9,1,How do you configure an Express.js app to use JSON?,app.use(express.json()),app.json(),app.set('json'),app.config.json(),app.use(express.json())
9,1,How do you handle HTTP POST requests in Express.js?,app.post(),app.get(),app.route(),app.all(),app.post()
9,1,Which method is used to set headers in Express.js?,res.header(),res.setHeader(),res.sendHeader(),res.headers(),res.header()
9,1,How do you serve static files from the public folder in Express.js?,app.use(express.static('public')),app.get(express.static('public')),app.serveFiles('public'),app.loadStatic('public'),app.use(express.static('public'))
9,1,How do you parse URL parameters in Express.js?,Using req.params(),Using express.urlencoded(),Using req.query(),Using req.params,Using req.params
9,1,What is the purpose of the next() function in Express.js middleware?,To pass control to the next route handler,To start the server,To log requests,To end the response,To pass control to the next route handler
9,1,Which object holds the query string parameters in Express.js?,req.query,req.params,req.body,req.method,req.query
9,1,What does res.sendFile() do in Express.js?,Sends a file as the response,Logs the file request,Sends a JSON response,Sends the query string,Sends a file as the response
9,1,How do you handle route parameters in Express.js?,req.query,req.params,req.body,req.headers,req.params
9,1,Which of the following middleware is used to log HTTP requests in Express.js?,cookie-parser,express.static,morgan,express.log,morgan
9,1,How do you handle form submissions with JSON payload in Express.js?,Using express.urlencoded(),Using express.static(),Using express.json(),Using req.query,Using express.json()
9,1,What does app.set() do in Express.js?,It sets a local variable,It sets the port,It configures app settings,It defines a middleware,It configures app settings
9,1,What does req.get() return in Express.js?,The request headers,The request body,The query string,The IP address,The request headers
9,1,What does the express.urlencoded() middleware do?,Parses form data,Parses query string data,Parses URL-encoded data,Parses headers,Parses URL-encoded data
9,1,How do you send a status code and message in Express.js?,res.sendStatus(200, 'Message'),res.status(200).send('Message'),res.statusCode(200),res.setStatus('200', 'Message'),res.status(200).send('Message')
9,1,Which of the following is NOT a built-in middleware in Express.js?,express.json(),express.static(),express.urlencoded(),express.route(),express.route()
9,1,How do you define a middleware function for all routes in Express.js?,app.use(function (req, res, next) { ... }),app.all(function (req, res, next) { ... }),app.get(function (req, res, next) { ... }),app.route(function (req, res, next) { ... }),app.use(function (req, res, next) { ... })
9,1,Which method is used to match all HTTP methods for a route?,app.all(),app.get(),app.route(),app.match(),app.all()
9,1,What does req.originalUrl return in Express.js?,The query string,The full request URL,The request headers,The request method,The full request URL
9,1,Which object is used to store session data in Express.js?,req.session,res.session,app.session,router.session,req.session
9,1,How do you end a response in Express.js?,res.end(),res.send(),res.terminate(),res.finish(),res.end()
9,1,What does res.locals contain in Express.js?,Response headers,Response locals,Response body,Variables to be passed to the view,Variables to be passed to the view
9,1,How do you start an Express.js server?,app.listen(),app.run(),app.serve(),app.connect(),app.listen()
9,1,What does req.accepts() do in Express.js?,Checks accepted response formats,Checks request methods,Checks request parameters,Checks query strings,Checks accepted response formats
9,1,Which of the following is used to handle multipart form data in Express.js?,multer,bodyParser,jsonParser,formParser,multer
9,1,How do you handle errors in an asynchronous route in Express.js?,Using try-catch and next(),Using req.catch(),Using errorHandler(),Using res.catch(),Using try-catch and next()
9,1,What does req.app reference in Express.js?,The Express app instance,The request body,The session object,The middleware stack,The Express app instance
9,1,What does req.baseUrl return in Express.js?,The base URL of the router,The protocol,The request method,The query string,The base URL of the router
9,1,Which middleware is used to parse form data in Express.js?,bodyParser.urlencoded(),express.json(),multer,express.static(),bodyParser.urlencoded()
9,1,How do you send a file in response to a request in Express.js?,res.sendFile('path'),res.sendFile(__dirname + 'path'),res.download('file'),res.file('path'),res.sendFile('path')
9,1,Which function is used to add headers to the response in Express.js?,res.setHeader(),res.header(),res.addHeader(),res.getHeader(),res.setHeader()
9,1,What does the app.METHOD() function do in Express.js?,Handles a request of the specified method,Starts the server,Handles middleware,Loads static files,Handles a request of the specified method
9,1,Which object is used to represent an HTTP response in Express.js?,res,req,app,next,res
9,1,How can you serve static content in Express.js?,Using express.static(),Using res.sendStatic(),Using app.staticFiles(),Using res.send(),Using express.static()
9,1,How do you define a route that responds to all HTTP methods?,app.all(),app.use(),app.get(),app.route(),app.all()
9,1,What is the purpose of res.redirect() in Express.js?,Redirects the client to a different URL,Starts the server,Stops the server,Serves static files,Redirects the client to a different URL
9,1,Which of the following is NOT an HTTP method used in Express.js?,CONNECT,PATCH,TRACE,RESOLVE,RESOLVE
9,1,Which HTTP method is used to delete a resource in Express.js?,POST,GET,DELETE,PUT,DELETE
9,1,Which HTTP status code represents a successful request in Express.js?,200,404,500,403,200
9,1,How do you return plain text in Express.js?,res.send('text'),res.sendText('text'),res.send('Content-type: text/plain'),res.writeText('text'),res.send('text')
9,1,How do you define a route parameter in Express.js?,app.get('/user/:id'),app.post('/user/id'),app.get('/user?param=id'),app.put('/user:param'),app.get('/user/:id')
9,1,Which function is used to end the response in Express.js?,res.end(),res.terminate(),res.finalize(),res.close(),res.end()
9,1,How do you set multiple headers in Express.js?,res.set(),res.headers(),res.setHeaders(),res.sendHeaders(),res.set()
9,1,Which of the following middleware is used to log requests in Express.js?,morgan,express.static,body-parser,cookie-parser,morgan
9,1,What is the default HTTP method for app.get() in Express.js?,GET,POST,DELETE,PUT,GET
9,1,What does res.status(404) do in Express.js?,Sets the status code to 404,Logs the status,Terminates the response,Sends a response,Sets the status code to 404
9,1,Which module is required to enable cookies in Express.js?,cookie-parser,express-cookies,express-session,cookie-manager,cookie-parser
9,1,How do you define a dynamic route in Express.js?,app.get('/user/:id'),app.get('/user/id'),app.post('/user?dynamic=id'),app.put('/user=dynamic'),app.get('/user/:id')
9,1,What does app.all('*') do in Express.js?,Matches all routes,Handles all HTTP methods,Logs all requests,Serves all static files,Matches all routes
9,1,What is the default port number for an Express.js app?,3000,8080,4000,5000,3000
9,1,How do you serve multiple static directories in Express.js?,app.use(express.static(['dir1', 'dir2'])),app.static(['dir1', 'dir2']),res.static('dir1', 'dir2'),app.use(express.multipleStatic()),app.use(express.static(['dir1', 'dir2']))
9,1,What does req.ip return in Express.js?,The client's IP address,The request method,The query string,The protocol,The client's IP address
9,1,Which middleware is used to parse JSON payloads in Express.js?,express.json(),morgan,express.urlencoded(),body-parser,express.json()
9,1,What does req.hostname return in Express.js?,The hostname of the request,The request headers,The client IP address,The request method,The hostname of the request
9,1,How do you parse query string parameters in Express.js?,req.query,req.params,req.body,req.headers,req.query
9,1,What is the purpose of the app.use() method in Express.js?,To add middleware to the app,To handle GET requests,To handle POST requests,To set headers,To add middleware to the app
9,1,How do you create a custom 404 error page in Express.js?,By defining a catch-all route,By using res.error(404),By using next(404),By using res.pageNotFound(),By defining a catch-all route
9,1,Which HTTP status code indicates "Unauthorized" in Express.js?,401,403,500,200,401
9,1,What does req.secure check in Express.js?,If the request is made over HTTPS,If the request has cookies,If the request is authenticated,If the request has query strings,If the request is made over HTTPS
9,1,Which of the following is NOT a valid Express.js routing method?,app.head(),app.patch(),app.search(),app.route(),app.search()
9,1,How do you define a middleware that runs for all routes?,app.use(function (req, res, next)),app.get(function (req, res, next)),app.all(function (req, res, next)),app.route(function (req, res, next)),app.use(function (req, res, next))
9,1,How do you access route parameters in Express.js?,Using req.params,Using req.query,Using req.body,Using req.route,Using req.params
9,1,How do you install Express.js globally?,npm install -g express,npm install express,npm get express -g,npm create express,npm install -g express
9,1,What does req.get('header') return in Express.js?,The value of the specified request header,The query string,The request method,The route parameter,The value of the specified request header
9,1,How do you handle asynchronous errors in Express.js?,Using async and try-catch blocks,Using res.sendError(),Using res.error(),Using next.error(),Using async and try-catch blocks
9,1,What does app.param() do in Express.js?,Adds callback triggers to route parameters,Parses URL parameters,Logs request parameters,Adds static parameters,Adds callback triggers to route parameters
9,1,Which middleware is used to parse URL-encoded data in Express.js?,express.urlencoded(),body-parser,express.json(),cookie-parser,express.urlencoded()
9,1,How do you pass data from middleware to the next middleware in Express.js?,Using req.locals,Using req.data,Using res.locals,Using next.data,Using res.locals
9,1,How do you log requests in Express.js?,Using morgan,Using cookie-parser,Using express-logger,Using body-parser,Using morgan
9,1,How do you define a POST route in Express.js?,app.post('/route', callback),app.get('/route', callback),app.use('/route', callback),app.put('/route', callback),app.post('/route', callback)
9,1,Which of the following is a core feature of Express.js?,Middleware support,Database integration,Template rendering,Error logging,Middleware support
9,1,How do you handle multipart form data in Express.js?,Using multer,Using express.static,Using req.multipart,Using req.formData,Using multer
9,1,What does res.set() do in Express.js?,Sets the HTTP response header,Sets the request header,Sets the status code,Sets the cookie,Sets the HTTP response header
9,1,What is the purpose of res.locals in Express.js?,To store local variables to be passed to the view,To store request parameters,To store session data,To store headers,To store local variables to be passed to the view
9,1,Which function is used to serve a JSON response in Express.js?,res.json(),res.jsonp(),res.send(),res.sendJSON(),res.json()
9,1,How do you handle file uploads in Express.js?,Using multer,Using body-parser,Using express.static,Using express.upload,Using multer
9,1,How do you define a middleware that logs requests in Express.js?,app.use(morgan('dev')),app.get(morgan('dev')),app.post(morgan('dev')),app.log(morgan('dev')),app.use(morgan('dev'))
9,1,What does req.method return in Express.js?,The HTTP method of the request,The request path,The request headers,The request body,The HTTP method of the request
9,1,Which method is used to set cookies in Express.js?,res.cookie(),res.setCookie(),res.addCookie(),res.cookies(),res.cookie()
9,1,What does res.send() do in Express.js?,Sends a response to the client,Sends a file to the client,Logs the response,Sends the headers,Sends a response to the client
9,1,Which of the following is NOT a valid status code in Express.js?,100,600,404,500,600
9,1,How do you specify middleware for a specific route in Express.js?,app.get('/route', middleware),app.use(middleware),app.route('/route', middleware),app.post('/route', middleware),app.get('/route', middleware)
9,1,What does req.query return in Express.js?,The query string parameters,The request headers,The body parameters,The route parameters,The query string parameters
9,1,What does res.type() do in Express.js?,Sets the Content-Type header,Sets the response status code,Sends the response,Logs the response,Sets the Content-Type header
9,1,How do you return an HTML response in Express.js?,res.send('<h1>Hello</h1>'),res.html('<h1>Hello</h1>'),res.page('<h1>Hello</h1>'),res.content('<h1>Hello</h1>'),res.send('<h1>Hello</h1>')
9,1,What is the purpose of next() in Express.js?,To pass control to the next middleware,To terminate the response,To close the server,To send a response,To pass control to the next middleware
9,1,Which of the following is used to set response status code in Express.js?,res.status(),res.code(),res.sendStatus(),res.setCode(),res.status()
9,1,What is the purpose of app.listen() in Express.js?,To start the server and listen for incoming connections,To handle requests and responses,To parse incoming request bodies,To log requests,To start the server and listen for incoming connections
9,1,How do you serve a specific file path in Express.js?,res.sendFile('path/to/file'),res.serve('path/to/file'),app.serveFile('path/to/file'),app.sendFile('path/to/file'),res.sendFile('path/to/file')
9,1,What does req.protocol return in Express.js?,The protocol used for the request,The request method,The response status code,The server hostname,The protocol used for the request
9,1,Which method is used to create a router in Express.js?,express.Router(),express.createRouter(),app.createRouter(),app.newRouter(),express.Router()
9,1,What is the default view engine in Express.js?,There is no default view engine,Pug,EJS,Jade,There is no default view engine
9,1,How do you define middleware to serve static files in Express.js?,app.use(express.static('public')),app.static('public'),res.sendStatic('public'),app.use(static('public')),app.use(express.static('public'))
9,1,How can you handle 404 errors in Express.js?,By defining a catch-all route,By using res.sendStatus(404),By using req.error(404),By using res.statusCode(404),By defining a catch-all route
9,1,Which HTTP status code represents "Forbidden" in Express.js?,403,404,500,401,403
9,1,How do you log the current URL in an Express.js route?,console.log(req.url),console.log(req.path),console.log(res.url),console.log(app.url),console.log(req.url)
9,1,What is the purpose of express.json() middleware?,To parse JSON bodies from incoming requests,To parse URL-encoded bodies,To serve static files,To log requests,To parse JSON bodies from incoming requests
9,1,How do you send an HTTP 500 status code in Express.js?,res.status(500),res.send(500),res.statusCode(500),res.sendStatus(500),res.status(500)
9,1,Which method is used to create a new middleware in Express.js?,app.use(),app.new(),app.middleware(),app.create(),app.use()
