tech_id,level_id,question_text,option_a,option_b,option_c,option_d,correct_option
11,3,How can you change the default list style for an unordered list?,Use list-style-type: none;.,Use style-type: none;.,Use list-style: none;.,Use list-style: remove;.,Use list-style-type: none;.
11,3,What does the `pointer-events` property control in CSS?,It specifies whether or not an element can be the target of pointer events.,It adjusts the cursor style.,It sets the visibility of an element.,It defines the position of an element.,It specifies whether or not an element can be the target of pointer events.
11,3,How can you create a two-column layout with CSS Grid?,Use grid-template-columns: 1fr 1fr;.,Use column-count: 2;.,Use flex-direction: row;.,Use display: grid;.,Use grid-template-columns: 1fr 1fr;.
11,3,What does the `white-space` property control in CSS?,It specifies how whitespace inside an element is handled.,It adjusts the font size.,It sets the line height of text.,It defines the alignment of text.,It specifies how whitespace inside an element is handled.
11,3,How can you make an element take up the full width of its parent?,Use width: 100%;.,Use display: block;.,Use margin: auto;.,Use flex-grow: 1;.,Use width: 100%;.
11,3,What is the purpose of the `align-items` property in CSS Flexbox?,It sets the alignment of flex items along the cross axis.,It defines the size of flex items.,It controls the order of flex items.,It adjusts the spacing between flex items.,It sets the alignment of flex items along the cross axis.
11,3,How do you use the `:last-child` pseudo-class?,It selects the last child of a parent element.,It targets the last element of a specific type.,It applies styles to the first child of an element.,It selects the last sibling of an element.,It selects the last child of a parent element.
11,3,What does the `cursor` property do in CSS?,It specifies the type of cursor to be displayed when hovering over an element.,It sets the size of the cursor.,It adjusts the visibility of an element.,It defines the pointer style.,It specifies the type of cursor to be displayed when hovering over an element.
11,3,How can you create a CSS rule that only applies to print media?,@media print {...},@media screen {...},@media all {...},@media only screen {...},@media print {...}.
11,3,What does the `aspect-ratio` property control in CSS?,It defines the ratio of width to height for an element.,It adjusts the size of an element.,It sets the maximum height of an element.,It controls the display type of an element.,It defines the ratio of width to height for an element.
11,3,How do you apply a CSS style only for devices with a maximum width of 600px?,@media (max-width: 600px) {...},@media (min-width: 600px) {...},@media screen and (max-width: 600px) {...},@media only screen and (max-width: 600px) {...},@media (max-width: 600px) {...}.
11,3,What is the `filter` property used for in CSS?,It applies graphical effects such as blurring or color shifting.,It adjusts the opacity of an element.,It sets the visibility of an element.,It defines the shadow of an element.,It applies graphical effects such as blurring or color shifting.
11,3,How can you make a link appear as a button with CSS?,Use background and padding properties.,Use display: inline-block;.,Use text-decoration: none;.,All of the above.,All of the above.
11,3,What does the `font-weight` property control in CSS?,It sets the weight (boldness) of text.,It adjusts the size of text.,It specifies the font family.,It sets the letter spacing.,It sets the weight (boldness) of text.
11,3,How do you create a fixed layout in CSS?,Use fixed widths for all elements.,Use position: fixed;.,Use display: flex;.,Use display: grid;.,Use fixed widths for all elements.
11,3,What is the `transition-property` used for in CSS?,It specifies which property the transition effect is for.,It sets the duration of the transition.,It defines the timing function of the transition.,It adjusts the delay of the transition.,It specifies which property the transition effect is for.
11,3,How do you create a gradient background in CSS?,Use background: linear-gradient();.,Use gradient: background();.,Use linear-gradient: background;.,Use background-image: gradient();.,Use background: linear-gradient();.
11,3,What does the `background-attachment` property control in CSS?,It specifies whether a background image is fixed or scrolls with the content.,It sets the size of the background image.,It adjusts the color of the background.,It defines the position of the background.,It specifies whether a background image is fixed or scrolls with the content.
11,3,How can you make text bold in CSS?,Use font-weight: bold;.,Use text-weight: bold;.,Use font-style: bold;.,Use text-decoration: bold;.,Use font-weight: bold;.
11,3,What is the purpose of the `visibility` property in CSS?,It controls whether an element is visible or hidden.,It adjusts the opacity of an element.,It defines the size of an element.,It sets the position of an element.,It controls whether an element is visible or hidden.
11,3,How can you create a CSS grid with equal column widths?,Use grid-template-columns: repeat(auto-fill, minmax(100px, 1fr));.,Use grid-template-columns: 1fr 1fr;.,Use grid-template-columns: 100px 100px;.,Use column-count: auto;.,Use grid-template-columns: repeat(auto-fill, minmax(100px, 1fr));.
11,3,What does the `content` property do in CSS?,It is used with pseudo-elements to insert content.,It sets the default content of an element.,It adjusts the visibility of an element.,It defines the size of an element.,It is used with pseudo-elements to insert content.
11,3,How can you hide an element while keeping its space in the layout?,Use visibility: hidden;.,Use display: none;.,Use opacity: 0;.,Use float: none;.,Use visibility: hidden;.
11,3,What is the `text-align` property used for in CSS?,It sets the horizontal alignment of text.,It controls the spacing between text.,It adjusts the font size.,It defines the line height.,It sets the horizontal alignment of text.
11,3,How do you create a full-width button in CSS?,Use width: 100%; and display: block;.,Use display: inline;.,Use width: auto;.,Use padding: 10px;.,Use width: 100%; and display: block;.
11,3,What does the `line-height` property control in CSS?,It sets the height of a line of text.,It adjusts the font size.,It specifies the spacing between letters.,It defines the margin of text.,It sets the height of a line of text.
11,3,How can you create a responsive image in CSS?,Use max-width: 100%; height: auto;.,Set width: auto; height: auto;.,Use display: block;.,Use float: left;.,Use max-width: 100%; height: auto;.
11,3,What does the `align-self` property do in CSS Flexbox?,It overrides the `align-items` property for individual flex items.,It controls the order of flex items.,It sets the size of flex items.,It adjusts the spacing between flex items.,It overrides the `align-items` property for individual flex items.
11,3,How do you apply a CSS reset?,Include a CSS reset file at the top of your stylesheet.,Add reset rules to your CSS file.,Use a framework like Bootstrap.,Both a and b.,Both a and b.
11,3,What is the `max-width` property used for in CSS?,It sets the maximum width of an element.,It adjusts the minimum width of an element.,It controls the height of an element.,It defines the width of an element.,It sets the maximum width of an element.
11,3,How can you apply styles to an element when it is hovered over?,Use the :hover pseudo-class.,Use the :active pseudo-class.,Use the :focus pseudo-class.,Use the :visited pseudo-class.,Use the :hover pseudo-class.
11,3,What does the `object-fit` property do in CSS?,It defines how an element's content should be resized to fit its container.,It adjusts the size of an element.,It sets the position of an element.,It controls the display type of an element.,It defines how an element's content should be resized to fit its container.
11,3,How can you prevent an element from being affected by flexbox properties?,Use display: block;.,Use display: inline;.,Use display: inline-block;.,Use display: none;.,Use display: block;.
11,3,What is the purpose of the `outline` property in CSS?,It sets the outline around an element, outside the border.,It defines the border of an element.,It adjusts the margin of an element.,It controls the padding of an element.,It sets the outline around an element, outside the border.
11,3,How do you center a block element horizontally?,Use margin: auto; with a defined width.,Use text-align: center;.,Use position: relative;.,Use display: flex;.,Use margin: auto; with a defined width.
11,3,What does the `overflow` property control in CSS?,It specifies how to handle content that overflows its container.,It sets the maximum height of an element.,It defines the size of an element.,It controls the visibility of an element.,It specifies how to handle content that overflows its container.
11,3,How can you create a CSS grid with rows of equal height?,Use grid-auto-rows: 1fr;.,Use height: auto;.,Use row-height: 100px;.,Use display: grid;.,Use grid-auto-rows: 1fr;.
11,3,What does the `visibility: hidden;` property do in CSS?,It hides an element but keeps its space in the layout.,It removes an element from the layout completely.,It adjusts the opacity of an element.,It prevents an element from being clicked.,It hides an element but keeps its space in the layout.
11,3,How do you create a CSS class that is responsive?,Use media queries to adjust styles based on screen size.,Use a fixed width for the class.,Use absolute positioning.,Use flexbox.,Use media queries to adjust styles based on screen size.
11,3,What does the `display: grid;` property do in CSS?,It creates a grid container for laying out items in rows and columns.,It sets the display type of an element to block.,It defines the alignment of elements.,It controls the size of an element.,It creates a grid container for laying out items in rows and columns.
11,3,How can you change the cursor type when hovering over an element?,Use cursor: pointer;.,Use cursor: hover;.,Use cursor: hand;.,Use cursor: move;.,Use cursor: pointer;.
11,3,What does the `grid-area` property control in CSS Grid?,It defines a specific area within the grid layout.,It adjusts the size of grid items.,It sets the order of grid items.,It controls the alignment of grid items.,It defines a specific area within the grid layout.
11,3,How do you make an element responsive in CSS?,Use percentage-based widths and media queries.,Use fixed pixel values.,Use absolute positioning.,Use margin: auto;.,Use percentage-based widths and media queries.
11,3,What does the `background-size` property control in CSS?,It sets the size of a background image.,It adjusts the position of a background image.,It defines the repeat behavior of a background image.,It specifies the attachment of a background image.,It sets the size of a background image.
11,3,How can you create an equal height layout using flexbox?,Use align-items: stretch;.,Use flex-grow: 1;.,Use fixed heights for all elements.,Use flex-direction: column;.,Use align-items: stretch;.
11,3,What does the `clip-path` property do in CSS?,It creates a clipping region for an element.,It adjusts the border of an element.,It sets the shadow of an element.,It defines the shape of an element.,It creates a clipping region for an element.
11,3,How do you apply a CSS variable?,Use var(--variable-name);.,Use --variable-name;.,Use $variable-name;.,Use @variable-name;.,Use var(--variable-name);.
11,3,What is the `transition-duration` property used for in CSS?,It sets the duration of the transition effect.,It specifies which property the transition applies to.,It defines the timing function of the transition.,It adjusts the delay of the transition.,It sets the duration of the transition effect.
11,3,How can you create a multi-column layout in CSS?,Use column-count property.,Use grid-template-columns property.,Use flexbox layout.,Use float property.,Use column-count property.
11,3,What does the `z-index` property do in CSS?,It controls the stacking order of elements.,It defines the size of an element.,It sets the position of an element.,It adjusts the visibility of an element.,It controls the stacking order of elements.
11,3,How do you create a hover effect in CSS?,Use the :hover pseudo-class to change styles.,Use the :active pseudo-class.,Use JavaScript to add hover effects.,Use CSS transitions.,Use the :hover pseudo-class to change styles.
11,3,What is the purpose of the `grid-template-areas` property in CSS Grid?,It defines named grid areas for layout.,It sets the gap between grid items.,It adjusts the alignment of grid items.,It specifies the size of grid items.,It defines named grid areas for layout.
11,3,How do you set a background color for a specific section in CSS?,Use background-color property.,Use color property.,Use background-image property.,Use fill property.,Use background-color property.
11,3,What does the `flex-basis` property control in CSS Flexbox?,It defines the default size of an element before space is distributed.,It sets the minimum size of an element.,It adjusts the maximum size of an element.,It controls the alignment of flex items.,It defines the default size of an element before space is distributed.
11,3,How can you make a fixed header that stays at the top of the page?,Use position: sticky; top: 0;.,Use position: fixed; top: 0;.,Use display: block;.,Use margin: auto;.,Use position: fixed; top: 0;.
11,3,What is the purpose of the `justify-items` property in CSS Grid?,It aligns grid items along the row axis.,It sets the gap between grid items.,It defines the order of grid items.,It controls the alignment of items in their grid area.,It aligns grid items along the row axis.
11,3,How do you create a shadow effect on an element in CSS?,Use box-shadow property.,Use shadow property.,Use outline property.,Use filter property.,Use box-shadow property.
11,3,What does the `text-decoration` property control in CSS?,It adds decorations to text, such as underline or line-through.,It adjusts the font size.,It sets the font family.,It controls the alignment of text.,It adds decorations to text, such as underline or line-through.
11,3,How can you set a custom font in CSS?,Use @font-face rule.,Use font-family property.,Use font-weight property.,Use font-style property.,Use @font-face rule.
11,3,What is the purpose of the `min-height` property in CSS?,It sets the minimum height of an element.,It adjusts the maximum height of an element.,It controls the width of an element.,It defines the height of an element.,It sets the minimum height of an element.
11,3,How can you create a responsive navigation menu in CSS?,Use media queries and flexbox.,Use fixed widths.,Use grid layout.,Use float property.,Use media queries and flexbox.
11,3,What does the `position: relative;` property do in CSS?,It positions an element relative to its normal position.,It fixes an element's position on the page.,It positions an element in relation to the viewport.,It adjusts the z-index of an element.,It positions an element relative to its normal position.
11,3,How do you create a CSS tooltip?,Use the :hover pseudo-class to show an element.,Use a tooltip plugin.,Use the title attribute.,Use JavaScript.,Use the :hover pseudo-class to show an element.
11,3,What is the purpose of the `flex-wrap` property in CSS Flexbox?,It controls whether flex items wrap onto multiple lines.,It sets the alignment of flex items.,It defines the order of flex items.,It adjusts the size of flex items.,It controls whether flex items wrap onto multiple lines.
11,3,How can you center an image within a block container?,Use display: flex; justify-content: center; align-items: center;.,Use text-align: center;.,Use margin: auto;.,Use padding: 0;.,Use display: flex; justify-content: center; align-items: center;.
11,3,What does the `transform` property do in CSS?,It applies a 2D or 3D transformation to an element.,It sets the size of an element.,It adjusts the color of an element.,It controls the position of an element.,It applies a 2D or 3D transformation to an element.
11,3,How do you create a sticky footer in CSS?,Use position: fixed; bottom: 0;.,Use position: sticky; bottom: 0;.,Use display: block;.,Use margin: auto;.,Use position: fixed; bottom: 0;.
11,3,What is the purpose of the `flex-direction` property in CSS Flexbox?,It defines the direction of flex items in a flex container.,It sets the order of flex items.,It adjusts the size of flex items.,It controls the alignment of flex items.,It defines the direction of flex items in a flex container.
11,3,How can you set a border around an element in CSS?,Use border property.,Use outline property.,Use padding property.,Use margin property.,Use border property.
11,3,What does the `grid-gap` property control in CSS Grid?,It sets the gap between grid rows and columns.,It defines the size of grid items.,It controls the alignment of grid items.,It adjusts the size of the grid container.,It sets the gap between grid rows and columns.
11,3,How do you hide an element in CSS without removing it from the layout?,Use visibility: hidden;.,Use display: none;.,Use opacity: 0;.,Use position: absolute;.,Use visibility: hidden;.
11,3,What is the purpose of the `flex-grow` property in CSS Flexbox?,It defines how much a flex item can grow relative to the rest.,It sets the minimum size of a flex item.,It adjusts the size of the flex container.,It controls the alignment of flex items.,It defines how much a flex item can grow relative to the rest.
11,3,How can you set an element to occupy the entire viewport?,Use position: fixed; width: 100%; height: 100%;.,Use position: absolute; width: 100%; height: 100%;.,Use display: block; width: 100%; height: 100%;.,Use position: relative; width: 100%; height: 100%;.,Use position: fixed; width: 100%; height: 100%;.
11,3,What does the `text-align` property control in CSS?,It sets the horizontal alignment of text within an element.,It adjusts the font size.,It sets the vertical alignment of text.,It controls the decoration of text.,It sets the horizontal alignment of text within an element.
11,3,How do you create a CSS media query?,Use @media rule.,Use media-type property.,Use @import rule.,Use responsive property.,Use @media rule.
11,3,What is the purpose of the `border-radius` property in CSS?,It rounds the corners of an element's border.,It sets the border width.,It adjusts the border style.,It defines the size of an element.,It rounds the corners of an element's border.
11,3,How can you create a CSS animation?,Use @keyframes and animation property.,Use transition property.,Use hover effects.,Use JavaScript.,Use @keyframes and animation property.
11,3,What does the `align-items` property do in CSS Flexbox?,It aligns flex items along the cross axis.,It sets the order of flex items.,It adjusts the size of flex items.,It controls the direction of flex items.,It aligns flex items along the cross axis.
11,3,How do you create a CSS variable?,Use the --variable-name; syntax.,Use var(--variable-name); syntax.,Use @variable-name; syntax.,Use $variable-name; syntax.,Use --variable-name; syntax.
11,3,What is the purpose of the `opacity` property in CSS?,It sets the transparency level of an element.,It defines the size of an element.,It adjusts the color of an element.,It controls the visibility of an element.,It sets the transparency level of an element.
11,3,How can you create a CSS grid with named lines?,Use grid-template-columns and grid-template-rows.,Use grid-template-areas property.,Use grid-area property.,Use grid-gap property.,Use grid-template-areas property.
11,3,What does the `margin` property control in CSS?,It sets the space outside an element's border.,It adjusts the padding inside an element.,It defines the size of an element.,It sets the border of an element.,It sets the space outside an element's border.
11,3,How do you set the font size for an element in CSS?,Use font-size property.,Use text-size property.,Use font-weight property.,Use text-align property.,Use font-size property.
11,3,What is the purpose of the `flex-shrink` property in CSS Flexbox?,It defines how much a flex item can shrink relative to the rest.,It sets the minimum size of a flex item.,It adjusts the size of the flex container.,It controls the alignment of flex items.,It defines how much a flex item can shrink relative to the rest.
11,3,How can you create a full-width container in CSS?,Use width: 100%;.,Use max-width: 100%;.,Use display: block;.,Use float property.,Use width: 100%;.
11,3,What does the `background-repeat` property control in CSS?,It sets how a background image should repeat.,It defines the size of a background image.,It adjusts the position of a background image.,It controls the opacity of a background image.,It sets how a background image should repeat.
11,3,How do you create a fixed layout in CSS?,Use position: fixed;.,Use display: block;.,Use width and height properties.,Use display: inline-block;.,Use position: fixed;.
11,3,What is the purpose of the `flex-basis` property in CSS Flexbox?,It defines the default size of an element before space is distributed.,It sets the maximum size of an element.,It controls the alignment of flex items.,It adjusts the minimum size of a flex item.,It defines the default size of an element before space is distributed.
11,3,How can you create a CSS button with hover effects?,Use :hover pseudo-class to change styles.,Use JavaScript to create effects.,Use CSS transitions.,Use fixed styles.,Use :hover pseudo-class to change styles.
11,3,What does the `display: none;` property do in CSS?,It hides an element and removes it from the layout.,It sets the opacity of an element to 0.,It prevents an element from being clicked.,It adjusts the size of an element.,It hides an element and removes it from the layout.
11,3,How do you create a CSS dropdown menu?,Use :hover pseudo-class to show a hidden element.,Use JavaScript to toggle visibility.,Use fixed positioning.,Use CSS animations.,Use :hover pseudo-class to show a hidden element.
11,3,What is the purpose of the `align-content` property in CSS Flexbox?,It controls the alignment of flex lines in a flex container.,It defines the direction of flex items.,It sets the gap between flex items.,It adjusts the size of flex items.,It controls the alignment of flex lines in a flex container.
11,3,How can you create a CSS triangle?,Use borders with transparent colors.,Use box-shadow property.,Use clip-path property.,Use gradients.,Use borders with transparent colors.
11,3,What does the `font-weight` property control in CSS?,It sets the thickness of the text.,It defines the font family.,It adjusts the line height.,It controls the size of the text.,It sets the thickness of the text.
11,3,How do you create a responsive design in CSS?,Use media queries to adapt styles for different screen sizes.,Use fixed sizes.,Use absolute positioning.,Use float property.,Use media queries to adapt styles for different screen sizes.
11,3,What is the purpose of the `text-shadow` property in CSS?,It adds shadow effects to text.,It adjusts the opacity of text.,It sets the color of text.,It controls the alignment of text.,It adds shadow effects to text.
11,3,How can you create a fixed sidebar in CSS?,Use position: fixed;.,Use float property.,Use width: 100%;.,Use display: block;.,Use position: fixed;.
11,3,What does the `flex` property do in CSS Flexbox?,It is a shorthand for flex-grow, flex-shrink, and flex-basis.,It adjusts the size of a flex container.,It sets the alignment of flex items.,It defines the order of flex items.,It is a shorthand for flex-grow, flex-shrink, and flex-basis.
11,3,How do you create a CSS grid with fixed columns?,Use grid-template-columns with fixed values.,Use display: flex;.,Use float property.,Use column-count property.,Use grid-template-columns with fixed values.
11,3,What is the purpose of the `color` property in CSS?,It sets the text color of an element.,It defines the background color of an element.,It adjusts the size of an element.,It controls the border color of an element.,It sets the text color of an element.
11,3,How can you center an element vertically in CSS?,Use flexbox or grid layout with align-items: center;.,Use position: absolute;.,Use margin: auto;.,Use text-align: center;.,Use flexbox or grid layout with align-items: center;.
11,3,What does the `display: block;` property do in CSS?,It sets an element to take the full width available and start on a new line.,It adjusts the size of an element.,It sets the opacity of an element.,It controls the visibility of an element.,It sets an element to take the full width available and start on a new line.
11,3,How do you create a CSS flex container?,Use display: flex;.,Use display: block;.,Use display: inline-block;.,Use position: relative;.,Use display: flex;.
11,3,What is the purpose of the `padding` property in CSS?,It sets the space inside an element's border.,It adjusts the size of an element.,It sets the margin outside an element.,It defines the border of an element.,It sets the space inside an element's border.
11,3,How can you create a CSS sticky header?,Use position: sticky; top: 0;.,Use position: fixed; top: 0;.,Use float property.,Use display: block;.,Use position: sticky; top: 0;.
11,3,What does the `background-color` property control in CSS?,It sets the background color of an element.,It adjusts the border color.,It defines the font color.,It controls the size of an element.,It sets the background color of an element.
11,3,How do you create a CSS tooltip?,Use :hover pseudo-class to show a hidden element.,Use JavaScript for interaction.,Use CSS animations.,Use transition property.,Use :hover pseudo-class to show a hidden element.
11,3,What is the purpose of the `z-index` property in CSS?,It controls the stacking order of overlapping elements.,It defines the size of an element.,It adjusts the visibility of an element.,It sets the margin of an element.,It controls the stacking order of overlapping elements.
11,3,How can you create a CSS loading spinner?,Use CSS animations to rotate a circle.,Use JavaScript for animation.,Use hover effects.,Use borders.,Use CSS animations to rotate a circle.
11,3,What does the `border-collapse` property control in CSS?,It sets whether table borders should collapse into a single border.,It defines the size of table cells.,It adjusts the padding of table cells.,It controls the visibility of table borders.,It sets whether table borders should collapse into a single border.
11,3,How do you create a CSS navigation bar?,Use display: flex; to align items.,Use float property to align items.,Use absolute positioning.,Use JavaScript for functionality.,Use display: flex; to align items.
11,3,What is the purpose of the `overflow` property in CSS?,It controls how content that exceeds an element's box is handled.,It defines the size of an element.,It sets the visibility of an element.,It adjusts the padding of an element.,It controls how content that exceeds an element's box is handled.
11,3,How can you create a CSS fade effect?,Use transition property with opacity.,Use JavaScript for effects.,Use keyframes.,Use borders.,Use transition property with opacity.
11,3,What does the `line-height` property control in CSS?,It sets the height of a line of text.,It adjusts the font size.,It defines the spacing between elements.,It controls the alignment of text.,It sets the height of a line of text.
11,3,How do you create a CSS responsive image?,Use max-width: 100%; height: auto;.,Use fixed sizes.,Use absolute positioning.,Use float property.,Use max-width: 100%; height: auto;.
11,3,What is the purpose of the `visibility` property in CSS?,It controls the visibility of an element without removing it from the layout.,It adjusts the opacity of an element.,It defines the size of an element.,It sets the color of an element.,It controls the visibility of an element without removing it from the layout.
11,3,How can you create a CSS accordion?,Use display: none; to hide content and :hover to show it.,Use JavaScript for interaction.,Use CSS animations.,Use fixed positioning.,Use display: none; to hide content and :hover to show it.
11,3,What does the `white-space` property control in CSS?,It sets how white space inside an element is handled.,It adjusts the line height.,It defines the font size.,It controls the visibility of an element.,It sets how white space inside an element is handled.
11,3,How do you create a CSS parallax effect?,Use background-attachment: fixed;.,Use JavaScript for scrolling effects.,Use CSS animations.,Use position: relative;.,Use background-attachment: fixed;.
11,3,What is the purpose of the `box-shadow` property in CSS?,It adds shadow effects around an element's box.,It adjusts the opacity of an element.,It sets the size of an element.,It controls the visibility of an element.,It adds shadow effects around an element's box.
11,3,How can you create a CSS card layout?,Use display: flex; or grid layout.,Use float property.,Use fixed sizes.,Use JavaScript for layout.,Use display: flex; or grid layout.
11,3,What does the `aspect-ratio` property control in CSS?,It sets the width-to-height ratio of an element.,It defines the size of an element.,It adjusts the opacity of an element.,It controls the visibility of an element.,It sets the width-to-height ratio of an element.
11,3,How do you create a CSS timeline?,Use display: flex; to align items.,Use absolute positioning.,Use JavaScript for functionality.,Use grid layout.,Use display: flex; to align items.
11,3,What is the purpose of the `grid-template-columns` property in CSS Grid?,It defines the number and size of columns in a grid container.,It sets the gap between grid items.,It adjusts the size of grid items.,It controls the alignment of grid items.,It defines the number and size of columns in a grid container.
