tech_id,level_id,question_text,option_a,option_b,option_c,option_d,correct_option
10,3,What does the <progress> element represent in HTML5?,Progress of a task,Progress of loading,Data progress,Animation progress,Progress of a task
10,3,How do you specify a default value for an input field?,value,placeholder,default,value-set,value
10,3,What is the purpose of the <datalist> element in HTML5?,To provide a list of predefined options,To create a drop-down list,To link data sets,To display data in a table,To provide a list of predefined options
10,3,Which attribute specifies the relationship between the current document and the linked document?,rel,ref,link,type,rel
10,3,Which tag is used to create a numbered list in HTML?,<ol>,<ul>,<li>,<list>,<ol>
10,3,What does the <bdi> element stand for?,Bidirectional Isolation,Bi-direction Interaction,Block Display Isolation,Block Direction Inline,Bidirectional Isolation
10,3,Which tag is used to display a table cell?,<td>,<th>,<tr>,<tc>,<td>
10,3,What does the <wbr> element represent in HTML5?,Word Break Opportunity,Web Break Resource,Wide Break Resource,Word Boundary Reserve,Word Break Opportunity
10,3,How do you create an email link in HTML?,<a href="mailto:someone@example.com">,<a href="email:someone@example.com">,<mail to="someone@example.com">,<email href="someone@example.com">,<a href="mailto:someone@example.com">
10,3,What is the purpose of the <mark> element in HTML5?,To highlight text,To mark important text,To tag elements,To add comments,To highlight text
10,3,What is the correct syntax to create a checkbox group in HTML?,<input type="checkbox">,<checkbox>,<input type="group">,<group>,<input type="checkbox">
10,3,Which HTML5 element represents a visible break in the content?,<hr>,<break>,<line>,<br>,<hr>
10,3,What does the <samp> element represent in HTML5?,Sample output from a computer program,Sampling of content,Script and markup language,Sample of forms,Sample output from a computer program
10,3,Which HTML tag is used to create a drop-down list?,<select>,<dropdown>,<list>,<formselect>,<select>
10,3,Which attribute is used to provide a tooltip for an element in HTML?,title,tooltip,alt,hint,title
10,3,What is the correct HTML element for bold text?,<b>,<strong>,<em>,<bold>,<b>
10,3,What does the <dfn> element represent in HTML5?,Defining instance of a term,Default formatting,Defined content,Definition list,Defining instance of a term
10,3,How do you specify a fallback content for browsers that do not support a specific HTML5 feature?,Use <noscript>,Use <fallback>,Use <nofeature>,Use <backup>,Use <noscript>
10,3,Which HTML element is used to group form controls?,<fieldset>,<group>,<formgroup>,<controls>,<fieldset>
10,3,Which HTML element is used to define a clickable button?,<button>,<input type="button">,<click>,<input type="submit">,<button>
10,3,Which attribute specifies the target of a hyperlink in HTML?,target,href,destination,link,target
10,3,What is the purpose of the <template> element in HTML5?,To define a reusable template of content,To create templates for web components,To embed content from another site,To load external templates,To define a reusable template of content
10,3,What is the correct syntax for an image map area?,<area coords="34,44,270,350" href="url">,<map area="34,44,270,350" link="url">,<img map="url" coords="34,44,270,350">,<area map="34,44,270,350" href="url">,<area coords="34,44,270,350" href="url">
10,3,Which HTML element is used to define a caption for a table?,<caption>,<title>,<head>,<footer>,<caption>
10,3,How do you embed an SVG image in HTML?,<img src="image.svg">,<svg src="image.svg">,<embed svg="image.svg">,<object data="image.svg">,<img src="image.svg">
10,3,What is the correct HTML element for inserting a horizontal rule?,<hr>,<rule>,<br>,<line>,<hr>
10,3,How do you specify that a form field is read-only?,readonly,disabled,static,noredit,readonly
10,3,What is the correct HTML element for defining a hyperlink?,<a>,<link>,<anchor>,<url>,<a>
10,3,What is the purpose of the <menu> element in HTML5?,To create a context menu,To define a navigation bar,To create a sidebar,To group items,To create a context menu
10,3,Which element is used to define a table cell in HTML?,<td>,<th>,<tr>,<cell>,<td>
10,3,What does the <bdo> element represent in HTML?,Bidirectional Override,Bidirectional Object,Bidirectional Output,Bi Display Object,Bidirectional Override
10,3,Which HTML element is used to create an input field for entering a URL?,<input type="url">,<input type="text">,<input type="link">,<input type="address">,<input type="url">
10,3,What is the correct HTML tag for inserting an inline frame?,<iframe>,<frame>,<embed>,<object>,<iframe>
10,3,Which HTML element is used to group header content in a document?,<header>,<section>,<nav>,<group>,<header>
10,3,What is the correct syntax for an ordered list in HTML?,<ol>,<ul>,<list>,<order>,<ol>
10,3,Which HTML element is used to create a form?,<form>,<input>,<fieldset>,<textarea>,<form>
10,3,What is the correct HTML element for emphasizing text?,<em>,<i>,<b>,<strong>,<em>
10,3,Which tag is used to define a division or section in an HTML document?,<div>,<section>,<header>,<footer>,<div>
10,3,How do you add a comment in HTML?,<!-- comment -->,// comment,<cmt>,<note>,<!-- comment -->
10,3,Which HTML element is used to define a label for an input element?,<label>,<tag>,<inputlabel>,<mark>,<label>
10,3,What is the purpose of the <abbr> element in HTML?,To define an abbreviation,To highlight content,To mark abbreviated text,To add special characters,To define an abbreviation
10,3,What is the correct HTML element for inserting a background image?,<body style="background-image:url(image.jpg);">,<background image="image.jpg">,<img background="image.jpg">,<img src="image.jpg">,<body style="background-image:url(image.jpg);">
10,3,Which tag is used to define a table in HTML?,<table>,<grid>,<tab>,<div>,<table>
10,3,What is the correct HTML tag for creating a radio button?,<input type="radio">,<radio>,<input type="button">,<input type="checkbox">,<input type="radio">
10,3,What does the <pre> element represent in HTML?,Preformatted text,Preloaded content,Predefined content,Pre-filled forms,Preformatted text
10,3,How do you specify the placeholder text for an input field in HTML?,placeholder,value,default,hint,placeholder
10,3,What is the correct syntax for creating a submit button in a form?,<input type="submit">,<button type="submit">,<submit>,<input type="button">,<input type="submit">
10,3,Which HTML attribute is used to define inline JavaScript?,onclick,script,onexecute,run,onclick
10,3,How do you specify the media type of a linked CSS file in HTML?,media,type,rel,link,media
10,3,What is the correct syntax for creating an image that is a link?,<a href="url"><img src="image.jpg"></a>,<img src="image.jpg" link="url">,<a src="image.jpg" href="url">,<link href="url"><img src="image.jpg"></link>,<a href="url"><img src="image.jpg"></a>
10,3,What does the <time> element represent in HTML5?,A specific time or date,A countdown,A timer,A time span,A specific time or date
10,3,Which tag is used to define a block of content that can be repeated in HTML5?,<template>,<repeat>,<loop>,<block>,<template>
10,3,What is the correct HTML element for defining superscript text?,<sup>,<sub>,<super>,<sc>,<sup>
10,3,How do you set a form field to be automatically focused on page load?,autofocus,focused,active,default-focus,autofocus
10,3,What does the <keygen> element represent in HTML5?,A key-pair generator,A keyframe for animation,A keyboard input,A shortcut key,A key-pair generator
10,3,Which attribute is used to set an image as a submit button in a form?,src,image,type,submit,src
10,3,How do you group related options in a drop-down list in HTML?,<optgroup>,<group>,<selectgroup>,<grouplist>,<optgroup>
10,3,Which tag is used to define the header of a table in HTML?,<thead>,<header>,<tablehead>,<th>,<thead>
10,3,What is the purpose of the <data> element in HTML5?,To link content to a machine-readable value,To store hidden data,To create a dataset,To insert dynamic data,To link content to a machine-readable value
10,3,How do you make an image responsive in HTML?,Add width="100%" and height="auto",Add height="100%" and width="auto",Use media queries,Use <responsive>,Add width="100%" and height="auto"
10,3,Which attribute is used to specify an image description for screen readers?,alt,title,description,role,alt
10,3,How do you create an HTML button that will reset a form?,<input type="reset">,<button type="reset">,<form reset>,<reset>,<input type="reset">
10,3,Which HTML element is used to define pre-selected options in a drop-down list?,<option selected>,<option default>,<option checked>,<select selected>,<option selected>
10,3,What does the <picture> element in HTML5 represent?,A container for multiple image sources,A slideshow of images,A video gallery,A linked image,A container for multiple image sources
10,3,Which tag is used to define a multi-column layout in HTML5?,<colgroup>,<column>,<grid>,<multicol>,<colgroup>
10,3,How do you specify multiple file types for an <input type="file"> field?,accept,type,multiple,format,accept
10,3,What is the correct syntax for creating a link to download a file?,<a href="file.zip" download>,<link src="file.zip" download>,<a href="file.zip" download="true">,<download href="file.zip">,<a href="file.zip" download>
10,3,Which HTML tag is used to define a summary for the <details> element?,<summary>,<detailheader>,<overview>,<disclosure>,<summary>
10,3,How do you mark text that has been deleted in HTML?,<del>,<strike>,<s>,<remove>,<del>
10,3,Which element is used to represent the result of a calculation in HTML5?,<output>,<result>,<calc>,<summary>,<output>
10,3,What attribute is used to specify whether a form field is editable?,readonly,disabled,locked,static,readonly
10,3,Which HTML tag is used to define a navigation bar?,<nav>,<menu>,<header>,<toolbar>,<nav>
10,3,What is the correct HTML element for defining the main content of a document?,<main>,<section>,<content>,<body>,<main>
10,3,Which HTML element is used to display text with a strikethrough effect?,<s>,<strike>,<del>,<removed>,<s>
10,3,How do you make an image clickable in HTML?,Wrap the <img> tag inside an <a> tag,Add the href attribute to the <img> tag,Use the <link> tag with an <img> tag,Add the onClick event to the <img> tag,Wrap the <img> tag inside an <a> tag
10,3,What is the correct syntax for defining a section in HTML5?,<section>,<div>,<part>,<content>,<section>
10,3,How do you include a favicon in an HTML document?,<link rel="icon" href="favicon.ico">,<link rel="shortcut icon" href="favicon.ico">,<img src="favicon.ico">,<meta rel="icon" href="favicon.ico">,<link rel="icon" href="favicon.ico">
10,3,Which HTML attribute is used to group table rows for styling purposes?,class,style,rowgroup,group,class
10,3,How do you specify a fallback for an HTML5 video element?,Add the fallback content between the opening and closing <video> tags,Add a <nosupport> tag within the <video> element,Use the <fallback> attribute,Use the <alt> attribute,Add the fallback content between the opening and closing <video> tags
10,3,What is the purpose of the <dialog> element in HTML5?,To create a dialog box,To display interactive content,To create an alert box,To trigger a modal,To create a dialog box
10,3,Which tag is used to define a section of a document in HTML5?,<section>,<div>,<header>,<body>,<section>
10,3,How do you include a video from YouTube in HTML?,Use the <iframe> tag with the YouTube video URL,Use the <video> tag with the YouTube video URL,Use the <embed> tag with the YouTube link,Use the <object> tag with the YouTube video,Use the <iframe> tag with the YouTube video URL
10,3,Which attribute defines the width of a table in HTML?,width,tablewidth,colwidth,size,width
10,3,How do you specify the MIME type of a resource in HTML5?,type,mime,media,format,type
10,3,What is the purpose of the <track> element in HTML5?,To provide text tracks for media elements,To create a timeline of a video,To link external subtitles,To add annotations to a video,To provide text tracks for media elements
10,3,Which tag is used to define a dropdown in HTML?,<select>,<dropdown>,<menu>,<option>,<select>
10,3,How do you create an ordered list in HTML?,<ol>,<ul>,<list>,<order>,<ol>
10,3,What does the <cite> element represent in HTML5?,Title of a work,Quotation of text,Reference to an external document,Citation of a person,Title of a work
10,3,Which attribute specifies that an input field is disabled in HTML?,disabled,readonly,uneditable,locked,disabled
10,3,What is the purpose of the <fieldset> element in HTML?,To group related form controls,To create a container for form elements,To define the field structure,To group field labels,To group related form controls
10,3,Which HTML attribute is used to enable cross-origin requests for linked resources?,crossorigin,cors,origin,external,crossorigin
10,3,How do you create a number input field in HTML?,<input type="number">,<input type="digit">,<input type="numeric">,<input type="range">,<input type="number">
10,3,What does the <caption> element define in an HTML table?,Table title,Table heading,Table data,Table row,Table title
10,3,Which HTML element is used to define a container for external content?,<object>,<embed>,<iframe>,<content>,<object>
10,3,How do you specify that an input field should not be validated in HTML?,novalidate,nocheck,invalid,unchecked,novalidate
10,3,What is the purpose of the <abbr> element in HTML5?,To define an abbreviation,To format abbreviations,To highlight text,To shorten content,To define an abbreviation
10,3,Which HTML tag is used to define metadata about an HTML document?,<meta>,<head>,<script>,<data>,<meta>
10,3,How do you specify that an option in a drop-down list is disabled in HTML?,disabled,readonly,unselectable,locked,disabled
10,3,What is the correct syntax for linking an external JavaScript file?,<script src="script.js">,<link src="script.js">,<a href="script.js">,<js src="script.js">,<script src="script.js">
10,3,What is the correct HTML element for emphasizing important text?,<strong>,<em>,<b>,<highlight>,<strong>
10,3,How do you create a clickable checkbox in HTML?,<input type="checkbox">,<check>,<input type="check">,<checkbox>,<input type="checkbox">
10,3,Which attribute specifies an alternative text for an image in HTML?,alt,title,description,src,alt
10,3,What is the correct syntax for creating an email input field in HTML?,<input type="email">,<input type="text">,<input type="mail">,<input type="address">,<input type="email">
10,3,Which HTML element is used to display a progress bar?,<progress>,<meter>,<bar>,<range>,<progress>
10,3,How do you specify a list with bullet points in HTML?,<ul>,<ol>,<list>,<bulletlist>,<ul>
10,3,What is the purpose of the <wbr> element in HTML?,To indicate a word break opportunity,To insert a line break,To wrap text,To prevent line breaks,To indicate a word break opportunity
10,3,Which attribute is used to make an <input> element mandatory in a form?,required,mandatory,validate,needed,required
10,3,How do you set a default value for an input field in HTML?,value,default,placeholder,set,value
10,3,What is the correct HTML element for displaying a range slider?,<input type="range">,<slider>,<range>,<input type="slider">,<input type="range">
10,3,Which tag is used to define the body of an HTML document?,<body>,<html>,<content>,<section>,<body>
10,3,What is the correct syntax for defining a blockquote in HTML?,<blockquote>,<quote>,<citation>,<bq>,<blockquote>
10,3,How do you specify that a link should open in a new tab?,Add target="_blank",Add open="new",Add window="new",Add newtab="true",Add target="_blank"
10,3,Which tag is used to define a cell that spans multiple columns in an HTML table?,<td colspan="2">,<td span="2">,<col span="2">,<colgroup colspan="2">,<td colspan="2">
10,3,What does the <meta charset="UTF-8"> tag define in HTML?,Character encoding,Page language,Text format,Content type,Character encoding
10,3,What is the correct HTML element for creating a line break?,<br>,<lb>,<break>,<newline>,<br>
10,3,Which attribute is used to specify a unique identifier for an HTML element?,id,class,identifier,key,id
10,3,How do you define a checkbox group in HTML?,Use multiple <input type="checkbox"> tags,Use <checkboxgroup>,Use <input type="checkbox" multiple>,Use <input group="checkbox">,Use multiple <input type="checkbox"> tags
10,3,What is the purpose of the <mark> element in HTML5?,To highlight text,To mark important text,To add notes,To define metadata,To highlight text
10,3,Which tag is used to define an option in a drop-down list?,<option>,<select>,<choice>,<item>,<option>
10,3,How do you specify a clickable area on an image in HTML?,Use the <area> tag inside a <map>,Use the <hotspot> attribute,Use the <clickable> tag,Use the <map area> tag,Use the <area> tag inside a <map>
10,3,What is the purpose of the <base> tag in HTML?,To specify the base URL for all relative links,To define the foundation of the page,To include a base stylesheet,To define the document type,To specify the base URL for all relative links
10,3,Which HTML tag is used to define an ordered list item?,<li>,<ol>,<item>,<order>,<li>
10,3,How do you create a password input field in HTML?,<input type="password">,<input type="text" hidden>,<password>,<input type="secure">,<input type="password">
10,3,Which tag is used to define a clickable button in a form?,<button>,<input type="submit">,<formbutton>,<actionbutton>,<button>
10,3,What is the purpose of the <dfn> element in HTML5?,To define a term,To define a variable,To highlight a definition,To insert dynamic content,To define a term
10,3,How do you create a definition list in HTML?,<dl>,<list>,<define>,<deflist>,<dl>
10,3,What is the correct syntax for embedding a PDF file in HTML?,<embed src="file.pdf">,<object data="file.pdf">,<iframe src="file.pdf">,<pdf src="file.pdf">,<embed src="file.pdf">
10,3,How do you group form elements in HTML?,<fieldset>,<group>,<formset>,<section>,<fieldset>
10,3,Which HTML element is used to define the title of a document?,<title>,<header>,<head>,<dochead>,<title>
10,3,How do you add an image as the background of a table in HTML?,<table background="image.jpg">,<table style="background-image:url(image.jpg)">,<img src="image.jpg" background>,<img src="image.jpg" as="table-background">,<table style="background-image:url(image.jpg)">
10,3,What is the purpose of the <nav> element in HTML5?,To define navigation links,To create a menu bar,To insert an external link,To link to a stylesheet,To define navigation links
10,3,Which attribute is used to define the URL of an embedded image?,src,href,link,embed,src
10,3,How do you make a text field that accepts only numbers in HTML?,<input type="number">,<input type="digit">,<input type="integer">,<input type="numeric">,<input type="number">
10,3,What is the correct syntax for creating a drop-down list in HTML?,<select>,<dropdown>,<list>,<menu>,<select>
10,3,Which tag is used to define a horizontal navigation bar?,<nav>,<hnav>,<hbar>,<navbar>,<nav>
10,3,How do you specify a tooltip for an HTML element?,title,alt,tooltip,hint,title
10,3,What is the correct HTML element for adding subtitles to a video?,<track kind="subtitles">,<subtitle>,<sub>,<caption>,<track kind="subtitles">
10,3,Which HTML tag is used to define the footer of a document?,<footer>,<bottom>,<foot>,<section>,<footer>
10,3,How do you prevent a link from being clicked in HTML?,Add the disabled attribute,Wrap the link in a <span>,Add the href="#" attribute,Set the onclick event to return false,Add the disabled attribute
10,3,What is the purpose of the <small> element in HTML5?,To render text in a smaller size,To highlight smaller text,To shrink text content,To mark fine print,To render text in a smaller size
10,3,Which attribute is used to control the autoplay behavior of an HTML5 video?,autoplay,play,start,auto,autoplay
10,3,What does the <u> element represent in HTML5?,Text with a non-semantic underline,Text that is highlighted,Text that is bold,Text that is emphasized,Text with a non-semantic underline
10,3,Which HTML attribute specifies whether a form field can be edited?,readonly,editable,locked,disabled,readonly
10,3,How do you create a radio button group in HTML?,Use multiple <input type="radio"> with the same name,Use <radiogroup>,Use <input type="radio" group="true">,Use <input type="radio" multiple>,Use multiple <input type="radio"> with the same name
10,3,What is the correct HTML element for marking up short quotations?,<q>,<quote>,<blockquote>,<shortquote>,<q>
10,3,How do you specify a video poster image in HTML5?,poster,src,alt,image,poster
10,3,What does the <strong> element represent in HTML5?,Strong importance or emphasis,Bold text,Highlighted text,Increased text size,Strong importance or emphasis
10,3,Which tag is used to create a search field in HTML?,<input type="search">,<search>,<find>,<input type="find">,<input type="search">
10,3,How do you specify that a field should not autocomplete in HTML?,autocomplete="off",autofill="false",noautocomplete,disable-autocomplete,autocomplete="off"
10,3,What is the correct syntax for embedding an audio file in HTML5?,<audio src="sound.mp3">,<embed src="sound.mp3">,<sound src="sound.mp3">,<media src="sound.mp3">,<audio src="sound.mp3">
10,3,Which attribute specifies a placeholder text in an input field?,placeholder,value,default,alt,placeholder
10,3,How do you specify a looped video in HTML5?,loop,repeat,cycle,autoplay,loop
10,3,What is the purpose of the <bdi> element in HTML5?,To isolate a span of text that might be formatted in a different direction,To display bidirectional text,To format bold inline text,To change text alignment,To isolate a span of text that might be formatted in a different direction
10,3,Which tag is used to define a contact address in HTML?,<address>,<contact>,<footer>,<location>,<address>
10,3,What is the purpose of the <meter> element in HTML5?,To represent a scalar measurement,To create a progress bar,To define a unit of measurement,To represent a time duration,To represent a scalar measurement
10,3,Which HTML attribute specifies a shortcut key to activate or focus an element?,accesskey,shortcut,focus,trigger,accesskey
10,3,What is the correct syntax for creating an iframe in HTML?,<iframe src="url">,<frame src="url">,<inlineframe src="url">,<embed src="url">,<iframe src="url">
10,3,What is the purpose of the <abbr> element in HTML5?,To define an abbreviation,To mark a word as important,To format bold text,To create an acronym,To define an abbreviation
10,3,How do you create an image map in HTML?,Use the <map> element with <area> tags,Use the <imagemap> tag,Use the <map> attribute inside <img>,Use the <area> attribute inside <img>,Use the <map> element with <area> tags
10,3,Which tag is used to define a section of an HTML document?,<section>,<div>,<article>,<block>,<section>
10,3,What is the correct HTML element for marking up the title of a work?,<cite>,<title>,<heading>,<reference>,<cite>
10,3,How do you add a progress bar in HTML?,<progress>,<meter>,<bar>,<range>,<progress>
10,3,What is the correct HTML tag for embedding a Flash object?,<embed>,<object>,<flash>,<media>,<embed>
10,3,Which HTML tag is used to define a multi-line text input field?,<textarea>,<input type="text">,<multitext>,<text>,<textarea>
10,3,How do you specify that a field is read-only in HTML?,readonly,disabled,locked,noread,readonly
10,3,What is the correct HTML tag for creating a scrolling text effect?,<marquee>,<scroll>,<blink>,<textscroll>,<marquee>
10,3,Which tag is used to define a term in a description list?,<dt>,<dd>,<term>,<definition>,<dt>
10,3,How do you specify an image as a link in HTML?,<a href="url"><img src="image.jpg"></a>,<link src="image.jpg">,<image href="url">,<img link="url">,<a href="url"><img src="image.jpg"></a>
10,3,What is the correct HTML tag for creating a tooltip?,title,alt,tooltip,hint,title
10,3,Which HTML tag is used to define the header of a section or document?,<header>,<head>,<section>,<top>,<header>
10,3,How do you create an image button in HTML?,<input type="image">,<button type="image">,<img type="button">,<button src="image.jpg">,<input type="image">
10,3,What is the purpose of the <samp> element in HTML?,To represent sample output from a program,To format code,To mark special text,To create a sample block,To represent sample output from a program
10,3,Which attribute is used to specify that an input field must be filled out before submitting a form?,required,mandatory,validate,check,required
10,3,What is the correct syntax for creating a progress bar in HTML5?,<progress value="50" max="100">,<progressbar value="50" max="100">,<meter value="50" max="100">,<range value="50" max="100">,<progress value="50" max="100">
10,3,Which tag is used to define the main content of an HTML document?,<main>,<body>,<content>,<article>,<main>
10,3,How do you define a clickable phone number link in HTML?,<a href="tel:+1234567890">,<phone href="1234567890">,<callto href="1234567890">,<tel href="1234567890">,<a href="tel:+1234567890">
10,3,What is the purpose of the <figure> element in HTML5?,To group media elements like images and captions,To create a figure,To insert a graph,To display numeric data,To group media elements like images and captions
10,3,Which tag is used to create a list of options in a form?,<select>,<list>,<choices>,<dropdown>,<select>
10,3,How do you specify a placeholder text in a text area in HTML?,placeholder,alt,default,value,placeholder
10,3,What is the correct HTML element for defining a subscript?,<sub>,<sup>,<small>,<subscript>,<sub>
10,3,Which attribute specifies the character encoding for an HTML document?,charset,encoding,format,codepage,charset
10,3,How do you create a hidden field in HTML?,<input type="hidden">,<hidden>,<input type="invisible">,<field type="hidden">,<input type="hidden">
10,3,What is the correct HTML element for defining a superscript?,<sup>,<sub>,<small>,<super>,<sup>
10,3,Which HTML tag is used to define a client-side image map?,<map>,<imgmap>,<imagemap>,<area>,<map>
10,3,How do you specify that an input field should automatically get focus when the page loads?,autofocus,focus,default,active,autofocus
10,3,Which tag is used to define a caption for an HTML table?,<caption>,<title>,<header>,<legend>,<caption>
10,3,What is the correct syntax for embedding a video file in HTML5?,<video src="movie.mp4">,<embed src="movie.mp4">,<media src="movie.mp4">,<video source="movie.mp4">,<video src="movie.mp4">
10,3,How do you create a drop-down list that allows multiple selections in HTML?,<select multiple>,<list multiple>,<dropdown multiple>,<choices multiple>,<select multiple>
10,3,What is the purpose of the <code> element in HTML5?,To display a block of code,To render a string as code,To insert comments,To define source code,To display a block of code
10,3,Which tag is used to define the title of a table in HTML?,<caption>,<title>,<header>,<legend>,<caption>
10,3,How do you specify a default selected option in a drop-down list?,Add the selected attribute to the <option> tag,Add the default attribute,Add the checked attribute,Add the chosen attribute,Add the selected attribute to the <option> tag
10,3,What is the correct syntax for creating a checkbox in HTML?,<input type="checkbox">,<input type="check">,<checkbox>,<check>,<input type="checkbox">
10,3,Which HTML tag is used to create a number input field?,<input type="number">,<input type="digit">,<input type="integer">,<input type="numeric">,<input type="number">
10,3,How do you create an ordered list in HTML?,<ol>,<ul>,<list>,<order>,<ol>
10,3,What is the correct HTML element for playing audio files?,<audio>,<embed>,<sound>,<music>,<audio>
10,3,Which attribute specifies the width of an input field in HTML?,size,width,length,cols,size
10,3,How do you specify an image in a table cell background in HTML?,<td background="image.jpg">,<td style="background-image:url(image.jpg)">,<img src="image.jpg" background>,<img src="image.jpg" as="cell-background">,<td style="background-image:url(image.jpg)">
10,3,What is the correct syntax for specifying a data list in HTML?,<datalist>,<select>,<list>,<options>,<datalist>
10,3,Which HTML tag is used to define an article in a webpage?,<article>,<section>,<div>,<content>,<article>
10,3,How do you specify a default text in an input field?,placeholder,value,default,text,placeholder
10,3,What is the correct HTML element for embedding SVG graphics?,<svg>,<img>,<graphic>,<vector>,<svg>
10,3,Which attribute is used to specify a form input field's maximum value?,max,maxvalue,limit,range,max
10,3,How do you group radio buttons in HTML?,Use the same name attribute for each <input type="radio">,Use <group>,Use <fieldset>,Use <radiogroup>,Use the same name attribute for each <input type="radio">
10,3,What is the purpose of the <footer> element in HTML5?,To define a footer for a section or page,To add closing content,To create a bottom bar,To insert references,To define a footer for a section or page
10,3,Which tag is used to define a paragraph in HTML?,<p>,<para>,<text>,<line>,<p>
10,3,What is the correct HTML element for marking text that is no longer accurate?,<del>,<strike>,<obsolete>,<remove>,<del>
10,3,How do you create a form button that submits form data?,<button type="submit">,<input type="submit">,<formbutton>,<submit>,<button type="submit">
10,3,Which attribute is used to create an input field with a minimum value?,min,minvalue,range,limit,min
10,3,What is the correct syntax for creating a hidden form field in HTML?,<input type="hidden">,<input type="invisible">,<hidden>,<field type="hidden">,<input type="hidden">
10,3,Which tag is used to define emphasized text in HTML?,<em>,<strong>,<i>,<bold>,<em>
10,3,How do you insert a clickable image in HTML?,<a href="url"><img src="image.jpg"></a>,<link href="url"><img>,<image href="url">,<img src="image.jpg" link="url">,<a href="url"><img src="image.jpg"></a>
10,3,What is the correct syntax for specifying a clickable button in HTML?,<button>,<input type="button">,<click>,<btn>,<button>
10,3,Which attribute is used to make an input field a drop-down list?,list,datalist,options,dropdown,list
10,3,How do you specify an alt text for an image in HTML?,alt,src,title,description,alt
10,3,What is the correct syntax for creating a radio button in HTML?,<input type="radio">,<input type="option">,<radiobutton>,<radio>,<input type="radio">
